space,time,day,poi,type,root_type,rating,weather,tid,label
40.7509455224884 -74.0056339217607,424,Monday,Harry Fox Agency,Office,Professional & Other Places,-1.0,Clouds,11034,390
40.6765804521340 -73.9589572801471,1115,Monday,480 St Marks Avenue,Residential Building (Apartment / Condo),Residence,-1.0,Clouds,11034,390
40.7509455224884 -74.0056339217607,514,Tuesday,Harry Fox Agency,Office,Professional & Other Places,-1.0,Clear,11034,390
40.7426209619612 -73.9933072945346,785,Tuesday,Burlington Coat Factory,Department Store,Shop & Service,5.7,Clouds,11034,390
40.7408842068642 -73.9898300170898,818,Tuesday,Eisenberg's Sandwich Shop,Sandwich Place,Food,9.1,Clouds,11034,390
40.7509455224884 -74.0056339217607,861,Tuesday,Harry Fox Agency,Office,Professional & Other Places,-1.0,Clouds,11034,390
40.6765804521340 -73.9589572801471,1140,Tuesday,480 St Marks Avenue,Residential Building (Apartment / Condo),Residence,-1.0,Clouds,11034,390
40.7509455224884 -74.0056339217607,494,Wednesday,Harry Fox Agency,Office,Professional & Other Places,-1.0,Clear,11034,390
40.8052348126109 -73.9536162640663,1014,Wednesday,The Crib,Home (private),Residence,-1.0,Clouds,11034,390
40.7550432514327 -73.8495612144470,1095,Wednesday,Ghost of Shea Stadium,Baseball Stadium,Arts & Entertainment,-1.0,Clouds,11034,390
40.7563923486359 -73.8455057144165,1097,Wednesday,Mets Hall of Fame & Museum,Museum,Arts & Entertainment,8.2,Clouds,11034,390
40.7564573646771 -73.8460636138916,1107,Wednesday,Citi Field,Baseball Stadium,Arts & Entertainment,9.3,Clouds,11034,390
40.7509455224884 -74.0056339217607,483,Thursday,Harry Fox Agency,Office,Professional & Other Places,-1.0,Clear,11034,390
40.7509455224884 -74.0056339217607,494,Friday,Harry Fox Agency,Office,Professional & Other Places,-1.0,Clouds,11034,390
40.7055868058286 -74.0132142884719,1072,Friday,City College (CWE),University,College & University,-1.0,Clear,11034,390
40.7055868058286 -74.0132142884719,760,Saturday,City College (CWE),University,College & University,-1.0,Clear,11034,390
40.7082260000000 -74.0049740000000,949,Saturday,Ryan Maguire's Ale House,Bar,Nightlife Spot,7.4,Clear,11034,390
40.6766368266161 -73.9586301076984,1135,Saturday,480 St Marks Avenue,Residential Building (Apartment / Condo),Residence,-1.0,Clear,11034,390
40.6832796642210 -73.9439010336709,1267,Saturday,Peaches Hothouse,Fried Chicken Joint,Food,9.1,Clear,11034,390
40.6807490000000 -73.9748960000000,771,Sunday,Bergen Bagels,Bagel Shop,Food,8.9,Clear,11034,390
40.7509455224884 -74.0056339217607,484,Monday,Harry Fox Agency,Office,Professional & Other Places,-1.0,Clouds,11036,390
40.7509455224884 -74.0056339217607,467,Wednesday,Harry Fox Agency,Office,Professional & Other Places,-1.0,Rain,11036,390
40.6766368266161 -73.9586301076984,1200,Wednesday,480 St Marks Avenue,Residential Building (Apartment / Condo),Residence,-1.0,Clouds,11036,390
40.7539867104117 -73.9817404747009,995,Thursday,Mets Clubhouse Shop,Sporting Goods Shop,Shop & Service,7.9,Clouds,11036,390
40.7532715038832 -73.9822769165039,1004,Thursday,New York Public Library,Library,Professional & Other Places,-1.0,Clouds,11036,390
40.7532877586625 -73.9821481704712,1019,Thursday,Rose Main Reading Room - New York Public Library,Library,Professional & Other Places,-1.0,Clouds,11036,390
40.6766368266161 -73.9586301076984,1155,Thursday,480 St Marks Avenue,Residential Building (Apartment / Condo),Residence,-1.0,Clear,11036,390
40.7448646832347 -73.9988796251050,408,Friday,Murray's Bagels,Bagel Shop,Food,8.8,Clear,11036,390
40.7509455224884 -74.0056339217607,436,Friday,Harry Fox Agency,Office,Professional & Other Places,-1.0,Clear,11036,390
40.7506137940318 -73.9885640144348,734,Friday,Macy's,Department Store,Shop & Service,8.5,Clear,11036,390
40.7052691601325 -74.0133692209169,1036,Friday,City College (CWE),University,College & University,-1.0,Clear,11036,390
40.6798406666926 -73.9747881889343,1272,Friday,Flatbush Farm & Bar(n),New American Restaurant,Food,-1.0,Clear,11036,390
40.6764188612496 -73.9589171011043,1438,Friday,480 St Marks Avenue,Residential Building (Apartment / Condo),Residence,-1.0,Clear,11036,390
40.6752760900784 -73.9633252661851,514,Saturday,Elegant Dominican Barbershop,Salon / Barbershop,Shop & Service,-1.0,Clear,11036,390
40.7052691601325 -74.0133692209169,792,Saturday,City College (CWE),University,College & University,-1.0,Clear,11036,390
40.7059831072716 -74.0085605183333,906,Saturday,La Maison du Chocolat,Chocolate Shop,Shop & Service,8.9,Clear,11036,390
40.6764188612496 -73.9589171011043,939,Saturday,480 St Marks Avenue,Residential Building (Apartment / Condo),Residence,-1.0,Clear,11036,390
40.7130510000000 -73.9590390000000,1266,Saturday,Tabaré,South American Restaurant,Food,9.3,Clear,11036,390
40.7225360520414 -73.9861737864530,1342,Saturday,The Library,Dive Bar,Nightlife Spot,7.7,Clear,11036,390
40.7199996813727 -73.9878323650875,1356,Saturday,Verlaine Bar & Lounge,Bar,Nightlife Spot,8.1,Clear,11036,390
40.7082260000000 -74.0049740000000,137,Sunday,Ryan Maguire's Ale House,Bar,Nightlife Spot,7.4,Clear,11036,390
40.6764188612496 -73.9589171011043,1241,Monday,480 St Marks Avenue,Residential Building (Apartment / Condo),Residence,-1.0,Clear,11039,390
40.7509455224884 -74.0056339217607,540,Tuesday,Harry Fox Agency,Office,Professional & Other Places,-1.0,Clear,11039,390
40.7084901219430 -74.0028335286175,1082,Tuesday,Southbridge Towers - Building 6,Building,Professional & Other Places,-1.0,Clear,11039,390
40.7354863951756 -73.9989066123962,1129,Tuesday,P.S. 41,Elementary School,Professional & Other Places,-1.0,Clear,11039,390
40.6764188612496 -73.9589171011043,1291,Tuesday,480 St Marks Avenue,Residential Building (Apartment / Condo),Residence,-1.0,Rain,11039,390
40.6752760900784 -73.9633252661851,1022,Thursday,Elegant Dominican Barbershop,Salon / Barbershop,Shop & Service,-1.0,Clouds,11039,390
40.7509455224884 -74.0056339217607,548,Friday,Harry Fox Agency,Office,Professional & Other Places,-1.0,Clear,11039,390
40.8325207258589 -73.9480225322330,824,Friday,Trinity Church Cemetery & Mausoleum,Cemetery,Outdoors & Recreation,-1.0,Clouds,11039,390
40.7076340000000 -74.0019800000000,1144,Saturday,Jeremy's Ale House,Dive Bar,Nightlife Spot,7.5,Clear,11039,390
40.6764188612496 -73.9589171011043,1330,Sunday,480 St Marks Avenue,Residential Building (Apartment / Condo),Residence,-1.0,Clear,11039,390
40.7069775632017 -74.0099951081381,566,Monday,"The Harry Fox Agency, Inc.",Office,Professional & Other Places,-1.0,Rain,11040,390
40.7509455224884 -74.0056339217607,569,Monday,Harry Fox Agency,Office,Professional & Other Places,-1.0,Rain,11040,390
40.7509455224884 -74.0056339217607,507,Tuesday,Harry Fox Agency,Office,Professional & Other Places,-1.0,Clouds,11040,390
40.7509455224884 -74.0056339217607,473,Wednesday,Harry Fox Agency,Office,Professional & Other Places,-1.0,Clouds,11040,390
40.7509455224884 -74.0056339217607,482,Thursday,Harry Fox Agency,Office,Professional & Other Places,-1.0,Clear,11040,390
40.7509455224884 -74.0056339217607,442,Friday,Harry Fox Agency,Office,Professional & Other Places,-1.0,Clear,11040,390
40.7517644324164 -74.0063340136428,473,Friday,Eat on Eight,Food Court,Food,5.3,Clear,11040,390
40.7044364120259 -74.0101236104965,1062,Friday,Ulysses Folk House,Bar,Nightlife Spot,7.9,Clouds,11040,390
40.6723072929569 -73.9578437435796,11,Saturday,Franklin Park,Bar,Nightlife Spot,8.9,Clear,11040,390
40.6752760900784 -73.9633252661851,504,Saturday,Elegant Dominican Barbershop,Salon / Barbershop,Shop & Service,-1.0,Clouds,11040,390
40.7060731287275 -74.0063741827715,659,Saturday,The Best of New York Food,Deli / Bodega,Food,7.0,Clouds,11040,390
40.7069775632017 -74.0099951081381,820,Saturday,"The Harry Fox Agency, Inc.",Office,Professional & Other Places,-1.0,Clouds,11040,390
40.7068711159023 -74.0098401729577,482,Monday,Trump Building,Building,Professional & Other Places,-1.0,Clouds,11045,390
40.7067914193743 -74.0098860796909,483,Monday,"The Harry Fox Agency, Inc.",Office,Professional & Other Places,-1.0,Clouds,11045,390
40.6763030822174 -73.9583316341035,1214,Monday,Compare Foods,Supermarket,Shop & Service,7.1,Clouds,11045,390
40.7291104035489 -73.9842454555664,1124,Tuesday,Momofuku Noodle Bar,Ramen Restaurant,Food,9.1,Clear,11045,390
40.7068711159023 -74.0098401729577,526,Wednesday,Trump Building,Building,Professional & Other Places,-1.0,Clouds,11045,390
40.7067914193743 -74.0098860796909,526,Wednesday,"The Harry Fox Agency, Inc.",Office,Professional & Other Places,-1.0,Clouds,11045,390
40.7068711159023 -74.0098401729577,469,Thursday,Trump Building,Building,Professional & Other Places,-1.0,Clouds,11045,390
40.7067914193743 -74.0098860796909,470,Thursday,"The Harry Fox Agency, Inc.",Office,Professional & Other Places,-1.0,Clouds,11045,390
40.7068711159023 -74.0098401729577,489,Friday,Trump Building,Building,Professional & Other Places,-1.0,Clear,11045,390
40.7067914193743 -74.0098860796909,490,Friday,"The Harry Fox Agency, Inc.",Office,Professional & Other Places,-1.0,Clear,11045,390
40.7084798762621 -74.0033614747215,823,Friday,Southbridge Towers - Building 6,Building,Professional & Other Places,-1.0,Clear,11045,390
40.6900364353345 -73.9796885491185,1153,Friday,Smashburger,Burger Joint,Food,8.3,Clear,11045,390
40.6739610363250 -73.9569826227646,1417,Friday,The Crown Inn,Bar,Nightlife Spot,9.0,Clouds,11045,390
40.6752760900784 -73.9633252661851,486,Saturday,Elegant Dominican Barbershop,Salon / Barbershop,Shop & Service,-1.0,Clouds,11045,390
40.6764188612496 -73.9589171011043,1295,Sunday,480 St Marks Avenue,Residential Building (Apartment / Condo),Residence,-1.0,Rain,11045,390
40.6896490000000 -73.9924130000000,845,Tuesday,Trader Joe's,Grocery Store,Shop & Service,8.8,Clouds,11047,390
40.7068711159023 -74.0098401729577,965,Tuesday,Trump Building,Building,Professional & Other Places,-1.0,Clear,11047,390
40.6764188612496 -73.9589171011043,1122,Thursday,480 St Marks Avenue,Residential Building (Apartment / Condo),Residence,-1.0,Clouds,11047,390
40.6764188612496 -73.9589171011043,1385,Friday,480 St Marks Avenue,Residential Building (Apartment / Condo),Residence,-1.0,Clear,11047,390
40.6752760900784 -73.9633252661851,483,Saturday,Elegant Dominican Barbershop,Salon / Barbershop,Shop & Service,-1.0,Clouds,11047,390
40.6764188612496 -73.9589171011043,607,Saturday,480 St Marks Avenue,Residential Building (Apartment / Condo),Residence,-1.0,Clouds,11047,390
40.7157223786666 -74.0117510314060,701,Saturday,Bed Bath & Beyond,Furniture / Home Store,Shop & Service,6.7,Fog,11047,390
40.7155890000000 -74.0116540000000,731,Saturday,Gee Whiz Diner,Diner,Food,7.6,Fog,11047,390
40.6842810320077 -73.9764630664184,867,Saturday,Target,Big Box Store,Shop & Service,6.0,Rain,11047,390
40.7075550000000 -74.0070660000000,796,Sunday,Harry's Italian Pizza Bar,Italian Restaurant,Food,8.3,Clouds,11047,390
40.7225400000000 -73.9551550000000,907,Sunday,Berry Park Roof Deck,Roof Deck,Travel & Transport,8.4,Clouds,11047,390
40.7211483639047 -73.9570373296738,1140,Sunday,Mable's Smokehouse & Banquet Hall,BBQ Joint,Food,8.4,Clear,11047,390
40.6728520000000 -73.9605080000000,1235,Sunday,The Campbells,Residential Building (Apartment / Condo),Residence,-1.0,Clouds,11047,390
40.7068711159023 -74.0098401729577,534,Monday,Trump Building,Building,Professional & Other Places,-1.0,Clear,11049,390
40.7067914193743 -74.0098860796909,535,Monday,"The Harry Fox Agency, Inc.",Office,Professional & Other Places,-1.0,Clear,11049,390
40.7068711159023 -74.0098401729577,504,Thursday,Trump Building,Building,Professional & Other Places,-1.0,Clear,11049,390
40.7067914193743 -74.0098860796909,504,Thursday,"The Harry Fox Agency, Inc.",Office,Professional & Other Places,-1.0,Clear,11049,390
40.7043034492768 -74.0101729965237,824,Thursday,Stone Street Tavern,Pub,Nightlife Spot,7.8,Clouds,11049,390
40.6764188612496 -73.9589171011043,1095,Thursday,480 St Marks Avenue,Residential Building (Apartment / Condo),Residence,-1.0,Clear,11049,390
40.7068711159023 -74.0098401729577,501,Friday,Trump Building,Building,Professional & Other Places,-1.0,Clouds,11049,390
40.7067914193743 -74.0098860796909,502,Friday,"The Harry Fox Agency, Inc.",Office,Professional & Other Places,-1.0,Clouds,11049,390
40.7243642819375 -73.9924981166892,1076,Friday,DBGB Kitchen and Bar,Gastropub,Food,-1.0,Clouds,11049,390
40.7211442982465 -73.9569568634033,1073,Saturday,The Whiskey Brooklyn,Whisky Bar,Nightlife Spot,7.8,Clear,11049,390
40.7219680984533 -73.9575624884820,1211,Saturday,Brooklyn Bowl,Bowling Alley,Arts & Entertainment,9.1,Clear,11049,390
40.7216130038783 -73.9581422179289,1397,Saturday,Kinfolk 90,Cocktail Bar,Nightlife Spot,8.4,Clear,11049,390
40.7084798762621 -74.0033614747215,853,Monday,Southbridge Towers - Building 6,Building,Professional & Other Places,-1.0,Clouds,11058,390
40.6831200000000 -73.9759790000000,1254,Monday,Barclays Center,Basketball Stadium,Arts & Entertainment,9.0,Clear,11058,390
40.6764870000000 -73.9589060000000,1410,Monday,The Fighting Zamirs,Residential Building (Apartment / Condo),Residence,-1.0,Clear,11058,390
40.7527838586573 -73.9835429191589,491,Tuesday,Election Daypocalypse 2012,Voting Booth,Professional & Other Places,-1.0,Clear,11058,390
40.7068711159023 -74.0098401729577,491,Tuesday,Trump Building,Building,Professional & Other Places,-1.0,Clear,11058,390
40.7067914193743 -74.0098860796909,493,Tuesday,"The Harry Fox Agency, Inc.",Office,Professional & Other Places,-1.0,Clear,11058,390
40.6764870000000 -73.9589060000000,1131,Tuesday,The Fighting Zamirs,Residential Building (Apartment / Condo),Residence,-1.0,Clear,11058,390
40.7412350009800 -73.9677677681054,1318,Tuesday,Election Daypocalypse 2012,Voting Booth,Professional & Other Places,-1.0,Clear,11058,390
40.7068711159023 -74.0098401729577,492,Wednesday,Trump Building,Building,Professional & Other Places,-1.0,Clouds,11058,390
40.7067914193743 -74.0098860796909,494,Wednesday,"The Harry Fox Agency, Inc.",Office,Professional & Other Places,-1.0,Clouds,11058,390
40.7068711159023 -74.0098401729577,522,Monday,Trump Building,Building,Professional & Other Places,-1.0,Clear,11062,390
40.7067914193743 -74.0098860796909,522,Monday,"The Harry Fox Agency, Inc.",Office,Professional & Other Places,-1.0,Clear,11062,390
40.7084798762621 -74.0033614747215,840,Monday,Southbridge Towers - Building 6,Building,Professional & Other Places,-1.0,Clear,11062,390
40.6763030822174 -73.9583316341035,1025,Monday,Compare Foods,Supermarket,Shop & Service,7.1,Clear,11062,390
40.6764870000000 -73.9589060000000,1269,Monday,The Fighting Zamirs,Residential Building (Apartment / Condo),Residence,-1.0,Clear,11062,390
40.7068711159023 -74.0098401729577,463,Tuesday,Trump Building,Building,Professional & Other Places,-1.0,Rain,11062,390
40.7067914193743 -74.0098860796909,466,Tuesday,"The Harry Fox Agency, Inc.",Office,Professional & Other Places,-1.0,Rain,11062,390
40.6764870000000 -73.9589060000000,1342,Tuesday,The Fighting Zamirs,Residential Building (Apartment / Condo),Residence,-1.0,Clear,11062,390
40.7068711159023 -74.0098401729577,471,Wednesday,Trump Building,Building,Professional & Other Places,-1.0,Clouds,11062,390
40.7067914193743 -74.0098860796909,471,Wednesday,"The Harry Fox Agency, Inc.",Office,Professional & Other Places,-1.0,Clouds,11062,390
40.6764870000000 -73.9589060000000,1344,Wednesday,The Fighting Zamirs,Residential Building (Apartment / Condo),Residence,-1.0,Clear,11062,390
40.7068711159023 -74.0098401729577,461,Thursday,Trump Building,Building,Professional & Other Places,-1.0,Clear,11062,390
40.7067914193743 -74.0098860796909,463,Thursday,"The Harry Fox Agency, Inc.",Office,Professional & Other Places,-1.0,Clear,11062,390
40.7052691601325 -74.0133692209169,1077,Thursday,City College (CWE),University,College & University,-1.0,Clear,11062,390
40.7067914193743 -74.0098860796909,456,Friday,"The Harry Fox Agency, Inc.",Office,Professional & Other Places,-1.0,Clear,11062,390
40.6897308107257 -73.9926932379005,782,Friday,Trader Joe's,Grocery Store,Shop & Service,8.8,Rain,11062,390
40.6736730204302 -73.9701318740845,748,Saturday,Grand Army Plaza,Plaza,Outdoors & Recreation,9.4,Clouds,11062,390
40.6725663638956 -73.9688444137573,753,Saturday,Brooklyn Public Library (Central Library),Library,Professional & Other Places,-1.0,Clouds,11062,390
40.7082260000000 -74.0049740000000,178,Sunday,Ryan Maguire's Ale House,Bar,Nightlife Spot,7.4,Clouds,11062,390
40.6764870000000 -73.9589060000000,1433,Sunday,The Fighting Zamirs,Residential Building (Apartment / Condo),Residence,-1.0,Rain,11062,390
40.7067914193743 -74.0098860796909,503,Monday,"The Harry Fox Agency, Inc.",Office,Professional & Other Places,-1.0,Clouds,11063,390
40.7068711159023 -74.0098401729577,601,Tuesday,Trump Building,Building,Professional & Other Places,-1.0,Clouds,11063,390
40.7067914193743 -74.0098860796909,603,Tuesday,"The Harry Fox Agency, Inc.",Office,Professional & Other Places,-1.0,Clouds,11063,390
40.7044364120259 -74.0101236104965,1070,Wednesday,Ulysses Folk House,Bar,Nightlife Spot,7.9,Clear,11063,390
40.6765585109594 -73.9592270535034,1353,Wednesday,Neptune Diner II,Diner,Food,5.8,Clear,11063,390
40.7067914193743 -74.0098860796909,460,Thursday,"The Harry Fox Agency, Inc.",Office,Professional & Other Places,-1.0,Clear,11063,390
40.7065912849728 -74.0085605183333,476,Thursday,The Country Cafe,Coffee,Food,6.0,Clear,11063,390
40.7042872392297 -74.0101213515256,815,Thursday,Mad Dog & Beans Mexican Cantina,Mexican Restaurant,Food,7.9,Clear,11063,390
40.7068711159023 -74.0098401729577,542,Friday,Trump Building,Building,Professional & Other Places,-1.0,Clear,11063,390
40.7067914193743 -74.0098860796909,543,Friday,"The Harry Fox Agency, Inc.",Office,Professional & Other Places,-1.0,Clear,11063,390
40.6764188612496 -73.9589171011043,1045,Friday,480 St Marks Avenue,Residential Building (Apartment / Condo),Residence,-1.0,Clear,11063,390
40.6815415620804 -73.9771900000000,1129,Friday,Black Sheep Pub,Bar,Nightlife Spot,-1.0,Clear,11063,390
40.6831200000000 -73.9759790000000,1189,Friday,Barclays Center,Basketball Stadium,Arts & Entertainment,9.0,Clear,11063,390
40.6832989722213 -73.9763884549685,1261,Friday,40/40 Club at Barclays Center,Nightclub,Nightlife Spot,8.0,Clear,11063,390
40.7232245819871 -74.0010781290766,870,Saturday,Beats By Dre Store,Electronics Store,Shop & Service,-1.0,Clear,11063,390
40.7067914193743 -74.0098860796909,520,Monday,"The Harry Fox Agency, Inc.",Office,Professional & Other Places,-1.0,Clouds,11070,390
40.7069204329008 -74.0102820248073,411,Tuesday,New York Sports Clubs,Gym,Outdoors & Recreation,6.8,Clouds,11070,390
40.7068711159023 -74.0098401729577,528,Tuesday,Trump Building,Building,Professional & Other Places,-1.0,Fog,11070,390
40.7067914193743 -74.0098860796909,544,Tuesday,"The Harry Fox Agency, Inc.",Office,Professional & Other Places,-1.0,Fog,11070,390
40.7068711159023 -74.0098401729577,535,Wednesday,Trump Building,Building,Professional & Other Places,-1.0,Fog,11070,390
40.7069204329008 -74.0102820248073,755,Wednesday,New York Sports Clubs,Gym,Outdoors & Recreation,6.8,Fog,11070,390
40.7067914193743 -74.0098860796909,530,Thursday,"The Harry Fox Agency, Inc.",Office,Professional & Other Places,-1.0,Clouds,11070,390
40.7069204329008 -74.0102820248073,772,Thursday,New York Sports Clubs,Gym,Outdoors & Recreation,6.8,Clouds,11070,390
40.7052691601325 -74.0133692209169,1054,Thursday,City College (CWE),University,College & University,-1.0,Clouds,11070,390
40.6764870000000 -73.9589060000000,1291,Thursday,The Fighting Zamirs,Residential Building (Apartment / Condo),Residence,-1.0,Clouds,11070,390
40.7068711159023 -74.0098401729577,477,Friday,Trump Building,Building,Professional & Other Places,-1.0,Clouds,11070,390
40.7067914193743 -74.0098860796909,480,Friday,"The Harry Fox Agency, Inc.",Office,Professional & Other Places,-1.0,Clouds,11070,390
40.7084798762621 -74.0033614747215,854,Friday,Southbridge Towers - Building 6,Building,Professional & Other Places,-1.0,Clouds,11070,390
40.8344811201096 -73.9444420000000,995,Monday,Bank of America,Bank,Shop & Service,5.8,Clouds,24428,881
40.8342498902490 -73.9452327809692,1001,Monday,Tropical Spanish Restaurant,Latin American Restaurant,Food,7.6,Clouds,24428,881
40.7988408757891 -73.9630612383003,109,Tuesday,Ding Dong Lounge,Bar,Nightlife Spot,-1.0,Clear,24428,881
40.8343150000000 -73.9448610000000,393,Tuesday,Hubs L'Shish Deli,Deli / Bodega,Food,-1.0,Clear,24428,881
40.8342498902490 -73.9452327809692,939,Thursday,Tropical Spanish Restaurant,Latin American Restaurant,Food,7.6,Clouds,24428,881
40.8344811201096 -73.9444420000000,943,Thursday,Bank of America,Bank,Shop & Service,5.8,Clouds,24428,881
40.8342936185069 -73.9444463623364,38,Friday,Kennedy Chicken & Sandwiches,Fast Food Restaurant,Food,-1.0,Clouds,24428,881
40.8344811201096 -73.9444420000000,796,Friday,Bank of America,Bank,Shop & Service,5.8,Clear,24428,881
40.8342232197455 -73.9448998450038,1135,Friday,Conlio Deli & grocery,Deli / Bodega,Food,-1.0,Clear,24428,881
40.7696190000000 -73.9100560000000,1373,Friday,Mijana Hookah Lounge & Restaurant,Mediterranean Restaurant,Food,6.2,Clear,24428,881
40.8331652006224 -73.9418603427692,392,Saturday,The Grinnell,Home (private),Residence,-1.0,Clear,24428,881
40.8342498902490 -73.9452327809692,1068,Saturday,Tropical Spanish Restaurant,Latin American Restaurant,Food,7.6,Clear,24428,881
40.8343150000000 -73.9448610000000,1070,Saturday,Hubs L'Shish Deli,Deli / Bodega,Food,-1.0,Clear,24428,881
40.8331652006224 -73.9418603427692,1073,Saturday,The Grinnell,Home (private),Residence,-1.0,Clear,24428,881
40.7696190000000 -73.9100560000000,1363,Saturday,Mijana Hookah Lounge & Restaurant,Mediterranean Restaurant,Food,6.2,Rain,24428,881
40.8343150000000 -73.9448610000000,343,Monday,Hubs L'Shish Deli,Deli / Bodega,Food,-1.0,Clear,24429,881
40.8341610206876 -73.9450376116797,344,Monday,Twin Donut,Donut Shop,Food,-1.0,Clear,24429,881
40.8331652006224 -73.9418603427692,375,Monday,The Grinnell,Home (private),Residence,-1.0,Clear,24429,881
40.8497448008940 -73.9348942780963,920,Monday,J's Big Gym,Gym,Outdoors & Recreation,5.6,Clear,24429,881
