space,time,day,poi,type,root_type,rating,weather,tid,label
40.7527188390236 -73.9832156896591,520,Friday,Zeytinz,Deli / Bodega,Food,6.2,Clear,2174,81
40.7857731180303 -73.9509916305542,24,Saturday,MTA Subway - 96th St (6),Metro Station,Travel & Transport,-1.0,Clear,2174,81
40.7857731180303 -73.9509916305542,611,Saturday,MTA Subway - 96th St (6),Metro Station,Travel & Transport,-1.0,Clear,2174,81
40.6436565949485 -73.7905311584473,798,Saturday,Air France Lounge,Airport Lounge,Travel & Transport,6.2,Clear,2174,81
40.6450893559763 -73.7845230102539,873,Saturday,John F. Kennedy International Airport (JFK) (John F. Kennedy International Airport),Airport,Travel & Transport,7.0,Clear,2174,81
40.7857731180303 -73.9509916305542,138,Wednesday,MTA Subway - 96th St (6),Metro Station,Travel & Transport,-1.0,Clouds,2176,81
40.7864229881573 -73.9507234096527,139,Wednesday,CVS/pharmacy,Pharmacy,Shop & Service,5.8,Clouds,2176,81
40.7857731180303 -73.9509916305542,499,Thursday,MTA Subway - 96th St (6),Metro Station,Travel & Transport,-1.0,Clouds,2176,81
40.7527188390236 -73.9832156896591,525,Thursday,Zeytinz,Deli / Bodega,Food,6.2,Clouds,2176,81
40.7537279726321 -73.9836883576709,525,Thursday,Bryant Park,Park,Outdoors & Recreation,9.7,Clouds,2176,81
40.7857731180303 -73.9509916305542,1295,Thursday,MTA Subway - 96th St (6),Metro Station,Travel & Transport,-1.0,Clouds,2176,81
40.7864229881573 -73.9507234096527,1295,Thursday,CVS/pharmacy,Pharmacy,Shop & Service,5.8,Clouds,2176,81
40.7857731180303 -73.9509916305542,500,Friday,MTA Subway - 96th St (6),Metro Station,Travel & Transport,-1.0,Clouds,2176,81
40.7527188390236 -73.9832156896591,526,Friday,Zeytinz,Deli / Bodega,Food,6.2,Clouds,2176,81
40.7537279726321 -73.9836883576709,828,Friday,Bryant Park,Park,Outdoors & Recreation,9.7,Clouds,2176,81
40.7546320000000 -73.9791950000000,1244,Friday,Azusa of Japan,Japanese Restaurant,Food,7.2,Clear,2176,81
40.7857731180303 -73.9509916305542,1413,Friday,MTA Subway - 96th St (6),Metro Station,Travel & Transport,-1.0,Clear,2176,81
40.7864229881573 -73.9507234096527,1414,Friday,CVS/pharmacy,Pharmacy,Shop & Service,5.8,Clear,2176,81
40.7864521553389 -73.9502037911962,770,Saturday,Mr. Clean,Laundry Service,Shop & Service,-1.0,Clouds,2176,81
40.7857731180303 -73.9509916305542,770,Saturday,MTA Subway - 96th St (6),Metro Station,Travel & Transport,-1.0,Clouds,2176,81
40.8075540378407 -73.9635605950821,839,Saturday,Columbia University: Graduate School of Journalism,College Academic Building,College & University,-1.0,Clouds,2176,81
40.8073961017739 -73.9634572799919,852,Saturday,Cafe East - Columbia University,College Cafeteria,College & University,-1.0,Clouds,2176,81
40.8051984317441 -73.9620453015463,864,Saturday,Artopolis Cafe,Coffee,Food,6.6,Clouds,2176,81
40.7857731180303 -73.9509916305542,1095,Saturday,MTA Subway - 96th St (6),Metro Station,Travel & Transport,-1.0,Clouds,2176,81
40.7858642300057 -73.9509442656174,1104,Saturday,Food Universe,Grocery Store,Shop & Service,5.2,Clouds,2176,81
40.7470618874989 -74.0051937103271,1156,Saturday,High Line,Park,Outdoors & Recreation,9.7,Clouds,2176,81
40.7440094611861 -73.9947764313983,1223,Saturday,Francisco's Centro Vasco,Spanish Restaurant,Food,7.8,Clouds,2176,81
40.7804622701390 -73.9768935165258,792,Sunday,Columbus Ave Flea Market,Flea Market,Shop & Service,7.3,Clouds,2176,81
40.7805414318603 -73.9772129058838,861,Sunday,Columbus Ave Flea Market,Flea Market,Shop & Service,7.3,Clouds,2176,81
40.7785040000000 -73.9820920000000,874,Sunday,Trader Joe's,Grocery Store,Shop & Service,8.6,Clouds,2176,81
40.7857731180303 -73.9509916305542,42,Monday,MTA Subway - 96th St (6),Metro Station,Travel & Transport,-1.0,Clear,2177,81
40.7857731180303 -73.9509916305542,452,Monday,MTA Subway - 96th St (6),Metro Station,Travel & Transport,-1.0,Clouds,2177,81
40.7550882498717 -73.9775191022980,470,Monday,The Roosevelt Hotel,Hotel,Travel & Transport,7.4,Clouds,2177,81
40.7537279726321 -73.9836883576709,483,Monday,Bryant Park,Park,Outdoors & Recreation,9.7,Clouds,2177,81
40.7527188390236 -73.9832156896591,541,Monday,Zeytinz,Deli / Bodega,Food,6.2,Clouds,2177,81
40.7857731180303 -73.9509916305542,431,Tuesday,MTA Subway - 96th St (6),Metro Station,Travel & Transport,-1.0,Clouds,2177,81
40.7537279726321 -73.9836883576709,485,Tuesday,Bryant Park,Park,Outdoors & Recreation,9.7,Clouds,2177,81
40.7857731180303 -73.9509916305542,1381,Tuesday,MTA Subway - 96th St (6),Metro Station,Travel & Transport,-1.0,Clouds,2177,81
40.7857731180303 -73.9509916305542,478,Wednesday,MTA Subway - 96th St (6),Metro Station,Travel & Transport,-1.0,Rain,2177,81
40.7527188390236 -73.9832156896591,507,Wednesday,Zeytinz,Deli / Bodega,Food,6.2,Rain,2177,81
40.7527130000000 -73.9806780000000,782,Wednesday,Sunrise Mart,Gourmet Shop,Shop & Service,8.6,Clouds,2177,81
40.7524925527254 -73.9802911688911,783,Wednesday,Café Zaiya,Japanese Restaurant,Food,8.8,Clouds,2177,81
40.7486960690643 -73.9759235675903,22,Friday,The Black Sheep,Bar,Nightlife Spot,6.0,Clear,2177,81
40.7857731180303 -73.9509916305542,71,Friday,MTA Subway - 96th St (6),Metro Station,Travel & Transport,-1.0,Clear,2177,81
40.7864229881573 -73.9507234096527,71,Friday,CVS/pharmacy,Pharmacy,Shop & Service,5.8,Clear,2177,81
40.7857731180303 -73.9509916305542,462,Friday,MTA Subway - 96th St (6),Metro Station,Travel & Transport,-1.0,Clear,2177,81
40.7857731180303 -73.9509916305542,1311,Friday,MTA Subway - 96th St (6),Metro Station,Travel & Transport,-1.0,Clear,2177,81
40.7857731180303 -73.9509916305542,566,Saturday,MTA Subway - 96th St (6),Metro Station,Travel & Transport,-1.0,Clear,2177,81
40.7887110000000 -73.9490384800000,774,Saturday,Yo In Yo Out,French Restaurant,Food,-1.0,Clear,2177,81
40.7857731180303 -73.9509916305542,1178,Saturday,MTA Subway - 96th St (6),Metro Station,Travel & Transport,-1.0,Clear,2177,81
40.7791400173755 -73.9479365944862,1224,Saturday,C-Town Supermarkets,Grocery Store,Shop & Service,6.5,Clear,2177,81
40.7743798902601 -73.9445554278852,1233,Saturday,Carl Schurz Park,Park,Outdoors & Recreation,9.6,Clear,2177,81
40.7749193470372 -73.9428806304932,1233,Saturday,East River Promenade,Park,Outdoors & Recreation,8.7,Clear,2177,81
40.7776319957493 -73.9520004412782,1254,Saturday,Two Little Red Hens,Bakery,Food,9.5,Clear,2177,81
40.7784209066356 -73.9528097893727,1265,Saturday,Fairway Market,Grocery Store,Shop & Service,8.4,Clear,2177,81
40.7564898726738 -73.9703464508057,624,Sunday,Chase Bank,Bank,Shop & Service,7.1,Clear,2177,81
40.7565784572878 -73.9664706140459,627,Sunday,Hazuki Hair KM Corp,Salon / Barbershop,Shop & Service,-1.0,Clear,2177,81
40.7059532658813 -73.9965677261353,728,Sunday,Brooklyn Bridge,Bridge,Outdoors & Recreation,9.6,Clear,2177,81
40.7023449971475 -73.9906848967128,763,Sunday,Starbucks,Coffee Shop,Food,7.1,Clear,2177,81
40.7025183392234 -73.9935024149225,775,Sunday,Grimaldi's Pizzeria,Pizza Place,Food,8.3,Clear,2177,81
40.7002464300000 -73.9934870000000,810,Sunday,Tutt Cafe,Middle Eastern Restaurant,Food,7.8,Clear,2177,81
40.7784209066356 -73.9528097893727,1298,Sunday,Fairway Market,Grocery Store,Shop & Service,8.4,Clear,2177,81
40.7946757855249 -73.9717626571655,501,Monday,MTA Subway - 96th St (1/2/3),Metro Station,Travel & Transport,-1.0,Clouds,2178,81
40.7857731180303 -73.9509916305542,1305,Monday,MTA Subway - 96th St (6),Metro Station,Travel & Transport,-1.0,Clouds,2178,81
40.7857731180303 -73.9509916305542,487,Tuesday,MTA Subway - 96th St (6),Metro Station,Travel & Transport,-1.0,Rain,2178,81
40.7527130000000 -73.9806780000000,872,Tuesday,Sunrise Mart,Gourmet Shop,Shop & Service,8.6,Rain,2178,81
40.7738390000000 -73.8712200000000,929,Tuesday,LaGuardia Airport (LGA) (LaGuardia Airport),Airport,Travel & Transport,5.3,Rain,2178,81
40.7748543490549 -73.8712978363037,930,Tuesday,Gate B1,Airport Gate,Travel & Transport,-1.0,Rain,2178,81
40.7738390000000 -73.8712200000000,1410,Wednesday,LaGuardia Airport (LGA) (LaGuardia Airport),Airport,Travel & Transport,5.3,Clouds,2178,81
40.7857731180303 -73.9509916305542,4,Thursday,MTA Subway - 96th St (6),Metro Station,Travel & Transport,-1.0,Clouds,2178,81
40.7857731180303 -73.9509916305542,497,Thursday,MTA Subway - 96th St (6),Metro Station,Travel & Transport,-1.0,Clear,2178,81
40.7527188390236 -73.9832156896591,522,Thursday,Zeytinz,Deli / Bodega,Food,6.2,Clear,2178,81
40.7857731180303 -73.9509916305542,500,Friday,MTA Subway - 96th St (6),Metro Station,Travel & Transport,-1.0,Clear,2178,81
40.7527188390236 -73.9832156896591,524,Friday,Zeytinz,Deli / Bodega,Food,6.2,Clear,2178,81
40.7592559504776 -73.9887792980200,63,Saturday,Kodama Sushi,Sushi Restaurant,Food,7.7,Clear,2178,81
40.7570348543273 -73.9716017830264,1111,Saturday,DoubleTree by Hilton Hotel Metropolitan - New York City,Hotel,Travel & Transport,6.6,Clear,2178,81
40.7442770000000 -73.9813560000000,1314,Monday,Saburi,Japanese Restaurant,Food,-1.0,Clouds,2179,81
40.7857731180303 -73.9509916305542,26,Tuesday,MTA Subway - 96th St (6),Metro Station,Travel & Transport,-1.0,Clouds,2179,81
40.7857731180303 -73.9509916305542,480,Tuesday,MTA Subway - 96th St (6),Metro Station,Travel & Transport,-1.0,Rain,2179,81
40.7527188390236 -73.9832156896591,513,Tuesday,Zeytinz,Deli / Bodega,Food,6.2,Clouds,2179,81
40.7527188390236 -73.9832156896591,747,Wednesday,Zeytinz,Deli / Bodega,Food,6.2,Clouds,2179,81
40.7857731180303 -73.9509916305542,491,Friday,MTA Subway - 96th St (6),Metro Station,Travel & Transport,-1.0,Clouds,2179,81
40.7527188390236 -73.9832156896591,516,Friday,Zeytinz,Deli / Bodega,Food,6.2,Clouds,2179,81
40.7537279726321 -73.9836883576709,516,Friday,Bryant Park,Park,Outdoors & Recreation,9.7,Clouds,2179,81
40.7857731180303 -73.9509916305542,1178,Friday,MTA Subway - 96th St (6),Metro Station,Travel & Transport,-1.0,Clouds,2179,81
40.7421883084845 -73.9879241890915,1186,Saturday,Madison Square Park,Park,Outdoors & Recreation,9.6,Clouds,2179,81
40.7411161511398 -73.9854097366333,1200,Saturday,Wahoo's Tacos & More,Taco Place,Food,-1.0,Clouds,2179,81
40.7242938195003 -73.9829254560004,1275,Saturday,Minca,Ramen Restaurant,Food,8.7,Clear,2179,81
40.7857731180303 -73.9509916305542,595,Sunday,MTA Subway - 96th St (6),Metro Station,Travel & Transport,-1.0,Clear,2179,81
40.7776319957493 -73.9520004412782,620,Sunday,Two Little Red Hens,Bakery,Food,9.5,Clear,2179,81
40.7603257046841 -73.9635658264160,651,Sunday,Roosevelt Island Tram (Manhattan Station),Cable Car,Travel & Transport,8.7,Clear,2179,81
40.7667656663339 -73.9377737045288,847,Sunday,The Noguchi Museum,Museum,Arts & Entertainment,9.3,Clear,2179,81
40.7951713838098 -73.9314441607794,966,Sunday,Marshalls,Department Store,Shop & Service,5.4,Clouds,2179,81
40.7857731180303 -73.9509916305542,479,Monday,MTA Subway - 96th St (6),Metro Station,Travel & Transport,-1.0,Clouds,2181,81
40.7857731180303 -73.9509916305542,483,Tuesday,MTA Subway - 96th St (6),Metro Station,Travel & Transport,-1.0,Clouds,2181,81
40.7857731180303 -73.9509916305542,381,Wednesday,MTA Subway - 96th St (6),Metro Station,Travel & Transport,-1.0,Clouds,2181,81
40.7527188390236 -73.9832156896591,950,Wednesday,Zeytinz,Deli / Bodega,Food,6.2,Clouds,2181,81
40.7537279726321 -73.9836883576709,1331,Wednesday,Bryant Park,Park,Outdoors & Recreation,9.7,Clouds,2181,81
40.7857731180303 -73.9509916305542,424,Thursday,MTA Subway - 96th St (6),Metro Station,Travel & Transport,-1.0,Clear,2181,81
40.7857731180303 -73.9509916305542,1281,Friday,MTA Subway - 96th St (6),Metro Station,Travel & Transport,-1.0,Clouds,2181,81
40.7864521553389 -73.9502037911962,633,Saturday,Mr. Clean,Laundry Service,Shop & Service,-1.0,Clouds,2181,81
40.7537279726321 -73.9836883576709,1183,Saturday,Bryant Park,Park,Outdoors & Recreation,9.7,Clouds,2181,81
40.7522068752189 -73.9797688985306,654,Sunday,Starbucks,Coffee Shop,Food,-1.0,Clouds,2181,81
40.7857731180303 -73.9509916305542,479,Monday,MTA Subway - 96th St (6),Metro Station,Travel & Transport,-1.0,Clouds,2190,81
40.7857731180303 -73.9509916305542,509,Thursday,MTA Subway - 96th St (6),Metro Station,Travel & Transport,-1.0,Clear,2190,81
40.7537279726321 -73.9836883576709,534,Thursday,Bryant Park,Park,Outdoors & Recreation,9.7,Clear,2190,81
40.7527188390236 -73.9832156896591,534,Thursday,Zeytinz,Deli / Bodega,Food,6.2,Clear,2190,81
40.7537571205245 -73.9861278740378,1168,Friday,Courtyard New York Manhattan/Times Square,Hotel,Travel & Transport,7.3,Clouds,2190,81
40.7521133678702 -73.9813012701773,1183,Friday,Courtyard by Marriott New York Manhattan/Fifth Avenue,Hotel,Travel & Transport,5.0,Clouds,2190,81
40.7546320000000 -73.9791950000000,1297,Friday,Azusa of Japan,Japanese Restaurant,Food,7.2,Clouds,2190,81
40.7857731180303 -73.9509916305542,109,Saturday,MTA Subway - 96th St (6),Metro Station,Travel & Transport,-1.0,Clouds,2190,81
40.7864229881573 -73.9507234096527,115,Saturday,CVS/pharmacy,Pharmacy,Shop & Service,5.8,Clouds,2190,81
40.7857731180303 -73.9509916305542,1048,Saturday,MTA Subway - 96th St (6),Metro Station,Travel & Transport,-1.0,Clear,2190,81
40.7845860855497 -73.9793499333697,1165,Saturday,Zabar's,Food & Drink Shop,Shop & Service,9.2,Clear,2190,81
40.7945945622026 -73.9718806743622,1177,Saturday,MTA Bus - W 96 St & Broadway (M96/M106),Bus Stop,Travel & Transport,6.0,Clear,2190,81
40.8505396681500 -73.9670101393613,696,Sunday,So Kong Dong Restaurant 소공동 순두부,Korean Restaurant,Food,9.1,Clear,2190,81
40.8161477453172 -73.9804315567017,934,Sunday,Mitsuwa Marketplace,Supermarket,Shop & Service,9.2,Clouds,2190,81
40.6450893559763 -73.7845230102539,409,Monday,John F. Kennedy International Airport (JFK) (John F. Kennedy International Airport),Airport,Travel & Transport,7.0,Clear,2196,81
40.6407258515955 -73.7893724441528,414,Monday,Terminal 2,Airport Terminal,Travel & Transport,-1.0,Clear,2196,81
40.7857731180303 -73.9509916305542,512,Tuesday,MTA Subway - 96th St (6),Metro Station,Travel & Transport,-1.0,Clear,2196,81
40.7857731180303 -73.9509916305542,1299,Tuesday,MTA Subway - 96th St (6),Metro Station,Travel & Transport,-1.0,Rain,2196,81
40.7527188390236 -73.9832156896591,527,Wednesday,Zeytinz,Deli / Bodega,Food,6.2,Clouds,2196,81
40.7795008576189 -73.9558461945179,1403,Wednesday,MTA Subway - 86th St (4/5/6),Metro Station,Travel & Transport,-1.0,Clouds,2196,81
40.7790794810864 -73.9547786149080,1404,Wednesday,Victoria's Secret PINK,Lingerie Store,Shop & Service,6.5,Clouds,2196,81
40.7857731180303 -73.9509916305542,485,Thursday,MTA Subway - 96th St (6),Metro Station,Travel & Transport,-1.0,Clouds,2196,81
40.7527188390236 -73.9832156896591,513,Thursday,Zeytinz,Deli / Bodega,Food,6.2,Clouds,2196,81
40.7476318875391 -73.9863689140948,842,Thursday,Food Gallery 32,Food Court,Food,8.1,Clouds,2196,81
40.7490789440608 -73.9839986737282,884,Thursday,Starbucks,Coffee Shop,Food,7.3,Clouds,2196,81
40.7490789440608 -73.9839986737282,894,Thursday,Starbucks,Coffee Shop,Food,7.3,Clouds,2196,81
40.7537279726321 -73.9836883576709,895,Thursday,Bryant Park,Park,Outdoors & Recreation,9.7,Clouds,2196,81
40.7857731180303 -73.9509916305542,140,Friday,MTA Subway - 96th St (6),Metro Station,Travel & Transport,-1.0,Clouds,2196,81
40.7857731180303 -73.9509916305542,427,Friday,MTA Subway - 96th St (6),Metro Station,Travel & Transport,-1.0,Clouds,2196,81
40.7858056116877 -73.9509487152100,427,Friday,Starbucks,Coffee Shop,Food,6.7,Clouds,2196,81
40.7550269970826 -73.9821481704712,829,Friday,US Post Office - Bryant Station,Post Office,Professional & Other Places,-1.0,Clouds,2196,81
40.7527130000000 -73.9806780000000,829,Friday,Sunrise Mart,Gourmet Shop,Shop & Service,8.6,Clouds,2196,81
40.7308361218960 -73.9976406097412,1071,Friday,Washington Square Park,Park,Outdoors & Recreation,9.6,Clouds,2196,81
40.7857731180303 -73.9509916305542,1346,Friday,MTA Subway - 96th St (6),Metro Station,Travel & Transport,-1.0,Clouds,2196,81
40.7794365510225 -73.9679002761841,838,Saturday,Central Park – Turtle Pond,Lake,Outdoors & Recreation,-1.0,Clouds,2196,81
40.7742150000000 -73.9811760000000,839,Saturday,Starbucks,Coffee Shop,Food,-1.0,Clouds,2196,81
40.7747305011693 -73.9820932776999,903,Saturday,Apple Upper West Side,Electronics Store,Shop & Service,8.7,Clouds,2196,81
40.7785040000000 -73.9820920000000,905,Saturday,Trader Joe's,Grocery Store,Shop & Service,8.6,Clouds,2196,81
40.7857731180303 -73.9509916305542,1179,Saturday,MTA Subway - 96th St (6),Metro Station,Travel & Transport,-1.0,Clouds,2196,81
40.7527130000000 -73.9806780000000,1007,Sunday,Sunrise Mart,Gourmet Shop,Shop & Service,8.6,Clouds,2196,81
40.7857731180303 -73.9509916305542,1032,Sunday,MTA Subway - 96th St (6),Metro Station,Travel & Transport,-1.0,Clouds,2196,81
40.7861413499201 -73.9506170795950,711,Saturday,Eastmore cleaners 3,Laundry Service,Shop & Service,-1.0,Clouds,2200,81
40.7858642300057 -73.9509442656174,716,Saturday,Food Universe,Grocery Store,Shop & Service,5.2,Clouds,2200,81
40.7857731180303 -73.9509916305542,716,Saturday,MTA Subway - 96th St (6),Metro Station,Travel & Transport,-1.0,Clouds,2200,81
40.7785040000000 -73.9820920000000,750,Saturday,Trader Joe's,Grocery Store,Shop & Service,8.6,Clouds,2200,81
40.7845860855497 -73.9793499333697,825,Saturday,Zabar's,Food & Drink Shop,Shop & Service,9.2,Clouds,2200,81
40.7920850000000 -73.9738800000000,825,Saturday,Petco,Pet Store,Shop & Service,7.1,Clouds,2200,81
40.7857731180303 -73.9509916305542,713,Sunday,MTA Subway - 96th St (6),Metro Station,Travel & Transport,-1.0,Clear,2200,81
40.7857731180303 -73.9509916305542,1152,Sunday,MTA Subway - 96th St (6),Metro Station,Travel & Transport,-1.0,Clear,2200,81
40.7858642300057 -73.9509442656174,1153,Sunday,Food Universe,Grocery Store,Shop & Service,5.2,Clear,2200,81
40.7864229881573 -73.9507234096527,1153,Sunday,CVS/pharmacy,Pharmacy,Shop & Service,5.8,Clear,2200,81
40.7857731180303 -73.9509916305542,480,Monday,MTA Subway - 96th St (6),Metro Station,Travel & Transport,-1.0,Clear,2202,81
40.7864229881573 -73.9507234096527,480,Monday,CVS/pharmacy,Pharmacy,Shop & Service,5.8,Clear,2202,81
40.7537279726321 -73.9836883576709,550,Tuesday,Bryant Park,Park,Outdoors & Recreation,9.7,Rain,2202,81
40.7527188390236 -73.9832156896591,553,Tuesday,Zeytinz,Deli / Bodega,Food,6.2,Rain,2202,81
40.7858642300057 -73.9509442656174,16,Thursday,Food Universe,Grocery Store,Shop & Service,5.2,Clear,2202,81
40.7858642300057 -73.9509442656174,1205,Thursday,Food Universe,Grocery Store,Shop & Service,5.2,Clear,2202,81
40.7864229881573 -73.9507234096527,1237,Thursday,CVS/pharmacy,Pharmacy,Shop & Service,5.8,Clear,2202,81
40.7857731180303 -73.9509916305542,499,Friday,MTA Subway - 96th St (6),Metro Station,Travel & Transport,-1.0,Clouds,2202,81
40.7527579879262 -73.9770599569758,1233,Friday,Apple Grand Central,Electronics Store,Shop & Service,8.9,Rain,2202,81
40.7858642300057 -73.9509442656174,1256,Friday,Food Universe,Grocery Store,Shop & Service,5.2,Clouds,2202,81
40.7864229881573 -73.9507234096527,1256,Friday,CVS/pharmacy,Pharmacy,Shop & Service,5.8,Clouds,2202,81
40.6380066579651 -73.7862825393677,664,Saturday,Starbucks,Coffee Shop,Food,-1.0,Clouds,2202,81
40.7857731180303 -73.9509916305542,452,Monday,MTA Subway - 96th St (6),Metro Station,Travel & Transport,-1.0,Clear,2205,81
40.7857731180303 -73.9509916305542,651,Monday,MTA Subway - 96th St (6),Metro Station,Travel & Transport,-1.0,Clear,2205,81
40.7878526800515 -73.9537382125854,936,Monday,Dunkin Donuts,Donut Shop,Food,5.6,Clear,2205,81
40.7946757855249 -73.9717626571655,1015,Monday,MTA Subway - 96th St (1/2/3),Metro Station,Travel & Transport,-1.0,Clear,2205,81
40.7864229881573 -73.9507234096527,858,Tuesday,CVS/pharmacy,Pharmacy,Shop & Service,5.8,Clouds,2205,81
40.7783736214385 -73.9525572272106,893,Tuesday,Fairway Market,Grocery Store,Shop & Service,8.4,Clouds,2205,81
40.7595341058919 -73.9615344612695,924,Tuesday,T.J. Maxx,Department Store,Shop & Service,8.0,Clouds,2205,81
40.7680332698216 -73.9818692207336,979,Tuesday,Columbus Circle,Plaza,Outdoors & Recreation,9.2,Clouds,2205,81
40.7679782485880 -73.9816456216752,980,Tuesday,J.Crew,Clothing Store,Shop & Service,7.8,Clouds,2205,81
40.7402989231539 -73.9867830276489,1018,Wednesday,Starbucks,Coffee Shop,Food,6.3,Clear,2205,81
40.7418615140909 -73.9894336295337,1035,Wednesday,Eataly NYC,Gourmet Shop,Shop & Service,9.5,Clear,2205,81
40.7857731180303 -73.9509916305542,1311,Wednesday,MTA Subway - 96th St (6),Metro Station,Travel & Transport,-1.0,Clear,2205,81
40.7858642300057 -73.9509442656174,1311,Wednesday,Food Universe,Grocery Store,Shop & Service,5.2,Clear,2205,81
40.7864229881573 -73.9507234096527,1313,Wednesday,CVS/pharmacy,Pharmacy,Shop & Service,5.8,Clear,2205,81
40.7527130000000 -73.9806780000000,846,Thursday,Sunrise Mart,Gourmet Shop,Shop & Service,8.6,Clouds,2205,81
40.7524925527254 -73.9802911688911,846,Thursday,Café Zaiya,Japanese Restaurant,Food,8.8,Clouds,2205,81
40.7527188390236 -73.9832156896591,529,Friday,Zeytinz,Deli / Bodega,Food,6.2,Clouds,2205,81
40.7860346820233 -73.9508409437754,1311,Friday,Vinyl Wine,Wine Shop,Shop & Service,8.8,Clear,2205,81
40.8012256822517 -73.9648864671582,765,Saturday,Thai Market,Thai Restaurant,Food,8.8,Clouds,2205,81
40.8007685147622 -73.9654259969080,802,Saturday,La Toulousaine,Coffee,Food,8.0,Clear,2205,81
40.7842970000000 -73.9796110000000,1022,Saturday,Canine Styles,Pet Store,Shop & Service,7.4,Clear,2205,81
40.7748328109124 -73.9544743953634,862,Sunday,Luke's Lobster,Seafood Restaurant,Food,9.3,Clear,2205,81
40.7857731180303 -73.9509916305542,1391,Sunday,MTA Subway - 96th St (6),Metro Station,Travel & Transport,-1.0,Clouds,2205,81
40.7859630000000 -73.9509940000000,79,Tuesday,Fresh From The Farm,Gourmet Shop,Shop & Service,6.1,Clear,2206,81
40.7858642300057 -73.9509442656174,500,Tuesday,Food Universe,Grocery Store,Shop & Service,5.2,Clear,2206,81
40.7861413499201 -73.9506170795950,501,Tuesday,Eastmore cleaners 3,Laundry Service,Shop & Service,-1.0,Clear,2206,81
40.7874053417081 -73.9519660008585,1355,Tuesday,Earl's Beer & Cheese,American Restaurant,Food,9.3,Clear,2206,81
40.7866205881616 -73.9504907971224,1358,Tuesday,ABV,Wine Bar,Nightlife Spot,-1.0,Clear,2206,81
40.7857731180303 -73.9509916305542,492,Wednesday,MTA Subway - 96th St (6),Metro Station,Travel & Transport,-1.0,Clouds,2206,81
40.7508100000000 -73.9820580000000,839,Wednesday,Evergreen On 38,Chinese Restaurant,Food,6.5,Clouds,2206,81
40.7857731180303 -73.9509916305542,1361,Wednesday,MTA Subway - 96th St (6),Metro Station,Travel & Transport,-1.0,Clear,2206,81
