space,time,day,poi,type,root_type,rating,weather,tid,label
40.8675264777778 -73.9244000000000,738,Sunday,Paolopalooza,Arcade,Arts & Entertainment,-1.0,Clear,2277,84
40.6290580603035 -74.1181033030524,742,Sunday,Fogpocalypse 2012,Scenic Lookout,Outdoors & Recreation,-1.0,Clear,2277,84
40.8652610984904 -73.9278562033107,796,Sunday,Eastern Chinese Restaurant,Chinese Restaurant,Food,-1.0,Clear,2277,84
40.6721670000000 -73.9903320000000,867,Sunday,Michael and Ping's,Chinese Restaurant,Food,7.0,Clear,2277,84
40.6394976333333 -73.9798302000000,933,Sunday,Denny's Steak Pub,Pub,Nightlife Spot,6.6,Clear,2277,84
40.6394898150655 -73.9797688985306,933,Sunday,Metropolitan Hotel,Hotel Bar,Nightlife Spot,-1.0,Clear,2277,84
40.6394133333333 -73.9798741333333,934,Sunday,Jamesoninthehood,Residential Building (Apartment / Condo),Residence,-1.0,Clear,2277,84
40.6410350100745 -73.9797402023159,1052,Sunday,Subway,Sandwich Place,Food,6.5,Clear,2277,84
40.6427190000000 -73.9794900000000,1052,Sunday,Faros Restaurant,Diner,Food,-1.0,Clear,2277,84
40.6394133333333 -73.9798225333333,1052,Sunday,Shell,Gas Station,Shop & Service,5.8,Clear,2277,84
40.6395949383736 -73.9791547985996,1053,Sunday,Tiferes Mordechai,Music Venue,Arts & Entertainment,5.7,Clear,2277,84
40.6690020000000 -73.9861710000000,740,Monday,New York Sports Clubs,Gym,Outdoors & Recreation,6.7,Clear,2278,84
40.6721670000000 -73.9903320000000,740,Monday,Michael and Ping's,Chinese Restaurant,Food,7.0,Clear,2278,84
40.6757879516210 -73.9958151502776,741,Monday,Where Good Intentions Go To Die,Other Nightlife,Nightlife Spot,-1.0,Clouds,2278,84
40.6781308196910 -73.9915971132274,741,Monday,32couch,Church,Professional & Other Places,-1.0,Clouds,2278,84
40.6760490150522 -73.9901733398438,741,Monday,Third Street Bridge,Bridge,Outdoors & Recreation,-1.0,Clouds,2278,84
40.7528567554950 -73.9736737263818,928,Monday,Sentry Coat Check!,Convention Center,Professional & Other Places,-1.0,Clouds,2278,84
40.7527389285714 -73.9735793857143,928,Monday,Men's Restroom,Rest Area,Travel & Transport,-1.0,Clouds,2278,84
40.7524465678262 -73.9732432690713,928,Monday,711 Third Ave,Office,Professional & Other Places,-1.0,Clouds,2278,84
40.7527518611088 -73.9730538675497,929,Monday,The Perfect Pint,Pub,Nightlife Spot,6.7,Clouds,2278,84
40.7532573125410 -73.9732203113210,986,Monday,Hotel 48LEX Lounge,Hotel Bar,Nightlife Spot,6.6,Clouds,2278,84
40.7537124772213 -73.9737712965716,986,Monday,New York Public Library - Grand Central,Library,Professional & Other Places,-1.0,Clouds,2278,84
40.7529300000000 -73.9747250000000,1036,Monday,New York Health and Racquet Club,Gym / Fitness Center,Outdoors & Recreation,7.0,Clouds,2278,84
40.7527410080238 -73.9733079722472,1139,Monday,Hofbräu Bierhaus NYC,German Restaurant,Food,8.2,Clouds,2278,84
40.6728267553209 -73.9908599853515,1202,Monday,MTA Subway - F Train,Train,Travel & Transport,-1.0,Clouds,2278,84
40.6394869711505 -73.9797736065030,1251,Monday,Ditmas Grocery Store Inc,Convenience Store,Shop & Service,-1.0,Clear,2278,84
40.6394976333333 -73.9798302000000,1306,Monday,Denny's Steak Pub,Pub,Nightlife Spot,6.6,Clouds,2278,84
40.6394133333333 -73.9798741333333,1307,Monday,Jamesoninthehood,Residential Building (Apartment / Condo),Residence,-1.0,Clouds,2278,84
40.6394133333333 -73.9798741333333,1343,Monday,Charming,Sculpture Garden,Outdoors & Recreation,-1.0,Clouds,2278,84
40.6394976333333 -73.9798302000000,281,Tuesday,Denny's Steak Pub,Pub,Nightlife Spot,6.6,Clear,2278,84
40.6394133333333 -73.9798741333333,282,Tuesday,Jamesoninthehood,Residential Building (Apartment / Condo),Residence,-1.0,Clear,2278,84
40.7516329998705 -73.9758854995058,346,Tuesday,MTA Subway - 42nd St/Grand Central (4/5/6/7/S),Metro Station,Travel & Transport,-1.0,Clear,2278,84
40.7528567554950 -73.9736737263818,822,Tuesday,Sentry Coat Check!,Convention Center,Professional & Other Places,-1.0,Clouds,2278,84
40.7527522528278 -73.9735876349967,822,Tuesday,TIA CREF Cafeteria,Building,Professional & Other Places,-1.0,Clouds,2278,84
40.7527410080238 -73.9733079722472,1050,Tuesday,Hofbräu Bierhaus NYC,German Restaurant,Food,8.2,Clouds,2278,84
40.7530478920311 -73.9736278109812,1070,Tuesday,"At work busy as hell, pulling my hair!!!....how long till Friday??",Office,Professional & Other Places,-1.0,Clouds,2278,84
40.7527518611088 -73.9730538675497,1243,Tuesday,The Perfect Pint,Pub,Nightlife Spot,6.7,Clear,2278,84
40.6394869711505 -73.9797736065030,1281,Tuesday,Ditmas Grocery Store Inc,Convenience Store,Shop & Service,-1.0,Clear,2278,84
40.6394133333333 -73.9798741333333,1323,Tuesday,Jamesoninthehood,Residential Building (Apartment / Condo),Residence,-1.0,Clear,2278,84
40.6394133333333 -73.9798225333333,1324,Tuesday,Shell,Gas Station,Shop & Service,5.8,Clear,2278,84
40.6394898150655 -73.9797688985306,287,Wednesday,Metropolitan Hotel,Hotel Bar,Nightlife Spot,-1.0,Clouds,2278,84
40.6396808512479 -73.9799353364918,290,Wednesday,Aliyas Neshama,Airport Gate,Travel & Transport,-1.0,Clouds,2278,84
40.6394133333333 -73.9798741333333,291,Wednesday,Jamesoninthehood,Residential Building (Apartment / Condo),Residence,-1.0,Clouds,2278,84
40.6735265522377 -73.9959454536438,313,Wednesday,MTA Subway - Smith/9th St (F/G),Metro Station,Travel & Transport,-1.0,Clouds,2278,84
40.7530716014474 -73.9734671069929,387,Wednesday,27th Floor Vip,Meeting Room,Professional & Other Places,-1.0,Clouds,2278,84
40.7531578420990 -73.9739320003060,387,Wednesday,TIAA-CREF,Office,Professional & Other Places,-1.0,Clouds,2278,84
40.7529464074634 -73.9727711677551,734,Wednesday,Media Post DOOH,Meeting Room,Professional & Other Places,-1.0,Clouds,2278,84
40.7532289124202 -73.9731514380538,820,Wednesday,TV of Tomorrow Conference,Meeting Room,Professional & Other Places,-1.0,Clouds,2278,84
40.7528567554950 -73.9736737263818,1113,Wednesday,Sentry Coat Check!,Convention Center,Professional & Other Places,-1.0,Clouds,2278,84
40.7532306657495 -73.9735646772875,1139,Wednesday,Kinneys park,Parking,Professional & Other Places,-1.0,Clouds,2278,84
40.7527410080238 -73.9733079722472,1177,Wednesday,Hofbräu Bierhaus NYC,German Restaurant,Food,8.2,Clouds,2278,84
40.7530925960020 -73.9735876349967,1202,Wednesday,Convene at 730 Third Avenue,Office,Professional & Other Places,-1.0,Clouds,2278,84
40.7532573125410 -73.9732203113210,1205,Wednesday,Hotel 48LEX Lounge,Hotel Bar,Nightlife Spot,6.6,Clouds,2278,84
40.7532289124202 -73.9731514380538,1205,Wednesday,TV of Tomorrow Conference,Meeting Room,Professional & Other Places,-1.0,Clouds,2278,84
40.7527410080238 -73.9733079722472,1253,Wednesday,Hofbräu Bierhaus NYC,German Restaurant,Food,8.2,Clouds,2278,84
40.7529464074634 -73.9727711677551,1255,Wednesday,Media Post DOOH,Meeting Room,Professional & Other Places,-1.0,Clouds,2278,84
40.6728267553209 -73.9908599853515,1307,Wednesday,MTA Subway - F Train,Train,Travel & Transport,-1.0,Clouds,2278,84
40.6721670000000 -73.9903320000000,1307,Wednesday,Michael and Ping's,Chinese Restaurant,Food,7.0,Clouds,2278,84
40.6716078333202 -73.9891408529982,1307,Wednesday,Checks And More Check Cashing,Check Cashing Service,Shop & Service,-1.0,Clouds,2278,84
40.6395043690119 -73.9797631592880,1358,Wednesday,Marinco USA Inc.,Hardware Store,Shop & Service,-1.0,Clouds,2278,84
40.6394976333333 -73.9798302000000,1358,Wednesday,Denny's Steak Pub,Pub,Nightlife Spot,6.6,Clouds,2278,84
40.6394685000000 -73.9798289363786,58,Thursday,403 Restaurant,Chinese Restaurant,Food,-1.0,Clouds,2278,84
40.6394133333333 -73.9798741333333,59,Thursday,Charming,Sculpture Garden,Outdoors & Recreation,-1.0,Clouds,2278,84
40.6721670000000 -73.9903320000000,556,Thursday,Michael and Ping's,Chinese Restaurant,Food,7.0,Clear,2278,84
40.6764432417162 -74.0001822989952,557,Thursday,Pane e Vino,Italian Restaurant,Food,7.7,Clear,2278,84
40.7528567554950 -73.9736737263818,603,Thursday,Sentry Coat Check!,Convention Center,Professional & Other Places,-1.0,Clouds,2278,84
40.7529789171769 -73.9728569984436,603,Thursday,Digiday: Agency,Event Space,Professional & Other Places,-1.0,Clouds,2278,84
40.7531814807591 -73.9731055225286,603,Thursday,Hotel 48LEX New York,Hotel,Travel & Transport,8.3,Clouds,2278,84
40.7532289124202 -73.9731514380538,796,Thursday,TV of Tomorrow Conference,Meeting Room,Professional & Other Places,-1.0,Clouds,2278,84
40.7525080000000 -73.9733530000000,834,Thursday,Blarney Stone,Bar,Nightlife Spot,-1.0,Clouds,2278,84
40.7531578420990 -73.9739320003060,875,Thursday,TIAA-CREF,Office,Professional & Other Places,-1.0,Clouds,2278,84
40.7527518611088 -73.9730538675497,1006,Thursday,The Perfect Pint,Pub,Nightlife Spot,6.7,Clouds,2278,84
40.7532214893099 -73.9832927611382,1039,Thursday,Bryant Park Grill,American Restaurant,Food,7.8,Clouds,2278,84
40.7530716014474 -73.9734671069929,1048,Thursday,27th Floor Vip,Meeting Room,Professional & Other Places,-1.0,Clouds,2278,84
40.7531578420990 -73.9739320003060,1049,Thursday,TIAA-CREF,Office,Professional & Other Places,-1.0,Clouds,2278,84
40.7583578555057 -73.9842454555664,1151,Thursday,Havana Central Times Square,Cuban Restaurant,Food,8.2,Clouds,2278,84
40.8674760000000 -73.9242910000000,18,Friday,Birdman's Coop,Rock Club,Arts & Entertainment,-1.0,Clouds,2278,84
40.8709379042595 -73.9301037076316,51,Friday,The Cave,Home (private),Residence,-1.0,Clouds,2278,84
40.8675742130254 -73.9258432388306,51,Friday,Garbagepalooza nyc,Scenic Lookout,Outdoors & Recreation,-1.0,Clouds,2278,84
40.8677202541029 -73.9207363128662,880,Friday,Piper's Kilt,Restaurant,Food,-1.0,Clear,2278,84
40.8274275920143 -73.9250776434823,976,Friday,Leff Pharmacy,Pharmacy,Shop & Service,-1.0,Clear,2278,84
40.8272071461571 -73.9260306250932,1161,Friday,Billy's Sports Bar,Sports Bar,Nightlife Spot,7.4,Clear,2278,84
40.8266929537139 -73.9227353555586,1162,Friday,Nadal 3 Deli,Deli / Bodega,Food,7.6,Clear,2278,84
40.8507080078125 -73.9278030395508,1172,Friday,Juanas House,Residential Building (Apartment / Condo),Residence,-1.0,Clear,2278,84
40.8675264777778 -73.9244000000000,1218,Friday,Paolopalooza,Arcade,Arts & Entertainment,-1.0,Clear,2278,84
40.8674970000000 -73.9243050000000,1219,Friday,Sparking A Spliff,General Entertainment,Arts & Entertainment,-1.0,Clear,2278,84
40.8675067379194 -73.9243255884281,673,Saturday,Inwood Boxing Association,Gym,Outdoors & Recreation,-1.0,Clear,2278,84
40.8675380000000 -73.9243690000000,673,Saturday,Cant Stand Brooklyn,Home (private),Residence,-1.0,Clear,2278,84
40.8675190000000 -73.9243240000000,674,Saturday,Who Wants Live In Queen Or Brooklyn,Cocktail Bar,Nightlife Spot,-1.0,Clear,2278,84
40.8675470000000 -73.9243420000000,697,Saturday,Lemonade Stand,Restaurant,Food,-1.0,Clear,2278,84
40.8431053625284 -73.9389068997050,810,Saturday,In The Hood!,Flower Shop,Shop & Service,-1.0,Clear,2278,84
40.8676100000000 -73.9243080000000,810,Saturday,Mayan Land,Strip Club,Nightlife Spot,-1.0,Clear,2278,84
40.8675150000000 -73.9242860000000,843,Saturday,Inwood Multiservices,Building,Professional & Other Places,-1.0,Clear,2278,84
40.8675264777778 -73.9244000000000,844,Saturday,Paolopalooza,Arcade,Arts & Entertainment,-1.0,Clear,2278,84
40.6759126367187 -73.9990403078259,957,Saturday,Buttermilk Channel,American Restaurant,Food,9.3,Clear,2278,84
40.6721670000000 -73.9903320000000,958,Saturday,Michael and Ping's,Chinese Restaurant,Food,7.0,Clear,2278,84
40.6728267553209 -73.9908599853515,958,Saturday,MTA Subway - F Train,Train,Travel & Transport,-1.0,Clear,2278,84
40.6394869711505 -73.9797736065030,1004,Saturday,Ditmas Grocery Store Inc,Convenience Store,Shop & Service,-1.0,Clear,2278,84
40.6395043690119 -73.9797631592880,1005,Saturday,Marinco USA Inc.,Hardware Store,Shop & Service,-1.0,Clear,2278,84
40.6394976333333 -73.9798302000000,1006,Saturday,Denny's Steak Pub,Pub,Nightlife Spot,6.6,Clear,2278,84
40.6405334140347 -73.9771259591833,1006,Saturday,L's House!,Home (private),Residence,-1.0,Clear,2278,84
40.6379500000000 -73.9780640000000,1071,Saturday,Mike's VIP Barbershop,Salon / Barbershop,Shop & Service,-1.0,Clear,2278,84
40.6394685000000 -73.9798289363786,1205,Saturday,403 Restaurant,Chinese Restaurant,Food,-1.0,Clear,2278,84
40.6394133333333 -73.9798225333333,1205,Saturday,Shell,Gas Station,Shop & Service,5.8,Clear,2278,84
40.6396808512479 -73.9799353364918,1268,Saturday,Aliyas Neshama,Airport Gate,Travel & Transport,-1.0,Clouds,2278,84
40.6406450800248 -73.9792581052673,1269,Saturday,Astro Cleaners,Laundry Service,Shop & Service,-1.0,Clouds,2278,84
40.6422693265541 -73.9806297829819,1320,Saturday,Buzz-a-Rama 500,Racetrack,Arts & Entertainment,6.3,Clouds,2278,84
40.6429960000000 -73.9789540000000,1320,Saturday,Hair Pleasure,Salon / Barbershop,Shop & Service,-1.0,Clouds,2278,84
40.6427190000000 -73.9794900000000,1321,Saturday,Faros Restaurant,Diner,Food,-1.0,Clouds,2278,84
40.6395949383736 -73.9791547985996,1399,Saturday,Tiferes Mordechai,Music Venue,Arts & Entertainment,5.7,Rain,2278,84
40.6399624980862 -73.9776166705378,1399,Saturday,PS 179,School,Professional & Other Places,-1.0,Rain,2278,84
40.6394147636319 -73.9799066403019,1400,Saturday,Kleins Kosher Ice Cream,Ice Cream Shop,Food,-1.0,Rain,2278,84
40.6425133572045 -73.9796770706283,651,Sunday,89 Church Liquors,Liquor Store,Shop & Service,6.9,Clear,2278,84
40.6379500000000 -73.9780640000000,651,Sunday,Mike's VIP Barbershop,Salon / Barbershop,Shop & Service,-1.0,Clear,2278,84
40.6427190000000 -73.9794900000000,652,Sunday,Faros Restaurant,Diner,Food,-1.0,Clear,2278,84
40.6399624980862 -73.9776166705378,652,Sunday,PS 179,School,Professional & Other Places,-1.0,Clear,2278,84
40.6394133333333 -73.9798741333333,720,Sunday,Jamesoninthehood,Residential Building (Apartment / Condo),Residence,-1.0,Clouds,2278,84
40.6394147636319 -73.9799066403019,763,Sunday,Kleins Kosher Ice Cream,Ice Cream Shop,Food,-1.0,Clouds,2278,84
40.6396808512479 -73.9799353364918,764,Sunday,Aliyas Neshama,Airport Gate,Travel & Transport,-1.0,Clouds,2278,84
40.6395043690119 -73.9797631592880,764,Monday,Marinco USA Inc.,Hardware Store,Shop & Service,-1.0,Clear,2279,84
40.6394869711505 -73.9797736065030,764,Monday,Ditmas Grocery Store Inc,Convenience Store,Shop & Service,-1.0,Clear,2279,84
40.6426375742877 -73.9794073259115,765,Monday,Denny's Steak Pub,Pub,Nightlife Spot,6.6,Clear,2279,84
40.6426750920082 -73.9798148124654,827,Monday,MTA Bus - B35/B35LTD - Church Ave & McDonald Ave,Bus Line,Travel & Transport,-1.0,Clear,2279,84
40.6431435322107 -73.9784890431875,827,Monday,Hot Bagel - Church Ave,Bagel Shop,Food,6.7,Clear,2279,84
40.6405334140347 -73.9771259591833,828,Monday,L's House!,Home (private),Residence,-1.0,Clear,2279,84
40.6394264500000 -73.9797699000000,1037,Monday,Cafe and Market,Snack Place,Food,-1.0,Clear,2279,84
40.6394133333333 -73.9798741333333,1038,Monday,Jamesoninthehood,Residential Building (Apartment / Condo),Residence,-1.0,Clear,2279,84
40.6394685000000 -73.9798289363786,1039,Monday,403 Restaurant,Chinese Restaurant,Food,-1.0,Clear,2279,84
40.6394133333333 -73.9798741333333,554,Tuesday,Jamesoninthehood,Residential Building (Apartment / Condo),Residence,-1.0,Clear,2279,84
40.6405334140347 -73.9771259591833,555,Tuesday,L's House!,Home (private),Residence,-1.0,Clear,2279,84
40.7532047123766 -73.9733982338139,784,Tuesday,Convene at 730 Third Avenue,Office,Professional & Other Places,-1.0,Clear,2279,84
40.7531259619306 -73.9737942542562,784,Tuesday,Facebook Mobile Hack NYC,Coworking Space,Professional & Other Places,-1.0,Clear,2279,84
40.7530716014474 -73.9734671069929,784,Tuesday,27th Floor Vip,Meeting Room,Professional & Other Places,-1.0,Clear,2279,84
40.7531578420990 -73.9739320003060,820,Tuesday,TIAA-CREF,Office,Professional & Other Places,-1.0,Clear,2279,84
40.7527389285714 -73.9735793857143,821,Tuesday,Men's Restroom,Rest Area,Travel & Transport,-1.0,Clear,2279,84
40.7537124772213 -73.9737712965716,961,Tuesday,New York Public Library - Grand Central,Library,Professional & Other Places,-1.0,Clear,2279,84
40.7527518611088 -73.9730538675497,961,Tuesday,The Perfect Pint,Pub,Nightlife Spot,6.7,Clear,2279,84
40.7527659179408 -73.9735646772875,1000,Tuesday,Kinneys park,Parking,Professional & Other Places,-1.0,Clear,2279,84
40.7532450000000 -73.9733970000000,1000,Tuesday,MDTF office,Office,Professional & Other Places,-1.0,Clear,2279,84
40.7530478920311 -73.9736278109812,1107,Tuesday,"At work busy as hell, pulling my hair!!!....how long till Friday??",Office,Professional & Other Places,-1.0,Clear,2279,84
40.7533921191982 -73.9735417195756,1153,Tuesday,Hotel 48LEX Lounge,Hotel Bar,Nightlife Spot,6.6,Clear,2279,84
40.7527389285714 -73.9735793857143,1185,Tuesday,Men's Restroom,Rest Area,Travel & Transport,-1.0,Clear,2279,84
40.7529046730442 -73.9729792547779,1186,Tuesday,O'Neill's Irish Bar,Pub,Nightlife Spot,-1.0,Clear,2279,84
40.6429729765255 -73.9794991539427,1244,Tuesday,B67 Bus Stop,Bus Line,Travel & Transport,-1.0,Clear,2279,84
40.6422693265541 -73.9806297829819,1262,Tuesday,Buzz-a-Rama 500,Racetrack,Arts & Entertainment,6.3,Clear,2279,84
40.7531270000000 -73.9733500000000,801,Wednesday,2011 Digital Impact Conference,Event Space,Professional & Other Places,-1.0,Clouds,2279,84
40.7532047123766 -73.9733982338139,801,Wednesday,Convene at 730 Third Avenue,Office,Professional & Other Places,-1.0,Clouds,2279,84
40.7531578420990 -73.9739320003060,802,Wednesday,TIAA-CREF,Office,Professional & Other Places,-1.0,Clouds,2279,84
40.7532450000000 -73.9733970000000,928,Wednesday,MDTF office,Office,Professional & Other Places,-1.0,Clouds,2279,84
40.7527518611088 -73.9730538675497,928,Wednesday,The Perfect Pint,Pub,Nightlife Spot,6.7,Clouds,2279,84
40.7527659179408 -73.9735646772875,941,Wednesday,Kinneys park,Parking,Professional & Other Places,-1.0,Clouds,2279,84
40.6427250000000 -73.9794710000000,1174,Wednesday,Gyro King,Greek Restaurant,Food,-1.0,Clouds,2279,84
40.6394869711505 -73.9797736065030,1232,Wednesday,Ditmas Grocery Store Inc,Convenience Store,Shop & Service,-1.0,Clouds,2279,84
40.6394898150655 -73.9797688985306,1249,Wednesday,Metropolitan Hotel,Hotel Bar,Nightlife Spot,-1.0,Clouds,2279,84
40.6394869711505 -73.9797736065030,1306,Wednesday,Carvel Ice Cream,Ice Cream Shop,Food,6.6,Clouds,2279,84
40.6394264500000 -73.9797699000000,295,Thursday,Cafe and Market,Snack Place,Food,-1.0,Clouds,2279,84
40.6394133333333 -73.9798741333333,295,Thursday,Jamesoninthehood,Residential Building (Apartment / Condo),Residence,-1.0,Clouds,2279,84
40.7525080000000 -73.9733530000000,432,Thursday,Blarney Stone,Bar,Nightlife Spot,-1.0,Clouds,2279,84
40.7529300000000 -73.9747250000000,432,Thursday,New York Health and Racquet Club,Gym / Fitness Center,Outdoors & Recreation,7.0,Clouds,2279,84
40.7531578420990 -73.9739320003060,464,Thursday,TIAA-CREF,Office,Professional & Other Places,-1.0,Fog,2279,84
40.7530478920311 -73.9736278109812,533,Thursday,"At work busy as hell, pulling my hair!!!....how long till Friday??",Office,Professional & Other Places,-1.0,Clouds,2279,84
40.7528084533503 -73.9737024235016,589,Thursday,Midtown Hardware,Hardware Store,Shop & Service,7.1,Clear,2279,84
40.7529464074634 -73.9727711677551,589,Thursday,Media Post DOOH,Meeting Room,Professional & Other Places,-1.0,Clear,2279,84
40.7532289124202 -73.9731514380538,959,Thursday,TV of Tomorrow Conference,Meeting Room,Professional & Other Places,-1.0,Clear,2279,84
40.7527229250000 -73.9735428000000,994,Thursday,Midtown News,Smoke Shop,Shop & Service,-1.0,Clear,2279,84
40.7548644533633 -73.9713549613953,1033,Thursday,Emergency NY Tech Meetup to Stop PIPA and SOPA,Office,Professional & Other Places,-1.0,Clear,2279,84
40.7538250000000 -73.9737990000000,1082,Thursday,Udon West - Midtown East,Udon Restaurant,Food,8.0,Clear,2279,84
40.7531414655060 -73.9725351333618,1083,Thursday,Newsstand 46th & 3rd,Newsstand,Shop & Service,-1.0,Clear,2279,84
40.7533921191982 -73.9735417195756,1190,Thursday,Hotel 48LEX Lounge,Hotel Bar,Nightlife Spot,6.6,Clear,2279,84
40.7529046730442 -73.9729792547779,1190,Thursday,O'Neill's Irish Bar,Pub,Nightlife Spot,-1.0,Clear,2279,84
40.7583578555057 -73.9842454555664,1247,Thursday,Havana Central Times Square,Cuban Restaurant,Food,8.2,Clear,2279,84
40.7583578555057 -73.9842454555664,47,Friday,Havana Central Times Square,Cuban Restaurant,Food,8.2,Clear,2279,84
40.7586062907996 -73.9843889332336,47,Friday,Broadway @ Times Square Hotel,Hotel,Travel & Transport,7.6,Clear,2279,84
40.7532375238346 -73.9732604873822,596,Friday,TIAA-CREF,Office,Professional & Other Places,-1.0,Clear,2279,84
40.7530716014474 -73.9734671069929,858,Friday,27th Floor Vip,Meeting Room,Professional & Other Places,-1.0,Clouds,2279,84
40.7526474262798 -73.9730022125569,956,Friday,Men's Restroom,Rest Area,Travel & Transport,-1.0,Clouds,2279,84
40.7528084533503 -73.9737024235016,957,Friday,Midtown Hardware,Hardware Store,Shop & Service,7.1,Clouds,2279,84
40.7530716014474 -73.9734671069929,1301,Friday,27th Floor Vip,Meeting Room,Professional & Other Places,-1.0,Clouds,2279,84
40.7532450000000 -73.9733970000000,1302,Friday,MDTF office,Office,Professional & Other Places,-1.0,Clouds,2279,84
40.7533921191982 -73.9735417195756,1302,Friday,Hotel 48LEX Lounge,Hotel Bar,Nightlife Spot,6.6,Clouds,2279,84
40.7527522528278 -73.9735876349967,1335,Friday,TIA CREF Cafeteria,Building,Professional & Other Places,-1.0,Clouds,2279,84
40.7583578555057 -73.9842454555664,1389,Friday,Havana Central Times Square,Cuban Restaurant,Food,8.2,Clouds,2279,84
40.7579130163940 -73.9824491061039,1389,Friday,Larry's Fine jewelry,Jewelry Store,Shop & Service,-1.0,Clouds,2279,84
40.7603322339557 -73.9872527250482,67,Saturday,The Copacabana,Nightclub,Nightlife Spot,7.2,Clouds,2279,84
40.7603468877488 -73.9872182909313,67,Saturday,The Mean Fiddler,Bar,Nightlife Spot,7.1,Clouds,2279,84
40.5957951188914 -73.9734556281314,243,Saturday,Lounge Bar Cave,Lounge,Nightlife Spot,6.1,Clouds,2279,84
40.6009658063950 -73.9760039185754,244,Saturday,I.S. 228 David A. Boody,School,Professional & Other Places,-1.0,Clouds,2279,84
40.6018739338619 -73.9764802844412,245,Saturday,Homestretch Bar & Grill,Bar,Nightlife Spot,-1.0,Clouds,2279,84
40.5979415369256 -73.9731514380538,245,Saturday,Altech Electronics,Automotive Shop,Shop & Service,-1.0,Clouds,2279,84
40.6394869711505 -73.9797736065030,796,Saturday,Ditmas Grocery Store Inc,Convenience Store,Shop & Service,-1.0,Clear,2279,84
