Systematic_name,Standard_name,Uniprot_id
YHR016C,YSC84,P32793
YHR017W,YSC83,P32792
YHR018C,ARG4,P04076
YHR019C,DED81,P38707
YHR020W,,P38708
YHR021C,RPS27B,P38711
YHR022C,,P38763
YHR023W,MYO1,P08964
YHR024C,MAS2,P11914
YHR025W,THR1,P17423
YHR026W,VMA16,P23968
YHR027C,RPN1,P38764
YHR028C,DAP2,P18962
YHR029C,YHI9,P38765
YHR030C,SLT2,Q00772
YHR031C,RRM3,P38766
YHR032W,ERC1,P38767
YHR033W,,P38690
YHR034C,PIH1,P38768
YHR035W,NEL1,P38769
YHR036W,BRL1,P38770
YHR037W,PUT2,P07275
YHR038W,RRF1,P38771
YHR039C,MSC7,P48836
YHR040W,BCD1,P38772
YHR041C,SRB2,P34162
YHR042W,NCP1,P16603
YHR043C,DOG2,P38773
YHR044C,DOG1,P38774
YHR045W,,P38775
YHR046C,INM1,P38710
YHR047C,AAP1,P37898
YHR048W,YHK8,P38776
YHR049W,FSH1,P38777
YHR050W,SMF2,P38778
YHR051W,COX6,P00427
YHR052W,CIC1,P38779
YHR053C,CUP1-1,P0CX80
YHR054C,,P38780
YHR055C,CUP1-2,P0CX81
YHR056C,RSC30,P38781
YHR057C,CPR2,P23285
YHR058C,MED6,P38782
YHR059W,FYV4,P38783
YHR060W,VMA22,P38784
YHR061C,GIC1,P38785
YHR062C,RPP1,P38786
YHR063C,PAN5,P38787
YHR064C,SSZ1,P38788
YHR065C,RRP3,P38712
YHR066W,SSF1,P38789
YHR067W,HTD2,P38790
YHR068W,DYS1,P38791
YHR069C,RRP4,P38792
YHR070W,TRM5,P38793
YHR071W,PCL5,P38794
YHR072W,ERG7,P38604
YHR073W,OSH3,P38713
YHR074W,QNS1,P38795
YHR075C,PPE1,P38796
YHR076W,PTC7,P38797
YHR077C,NMD2,P38798
YHR078W,,P38799
YHR079C,IRE1,P32361
YHR080C,LAM4,P38800
YHR081W,LRP1,P38801
YHR082C,KSP1,P38691
YHR083W,SAM35,P14693
YHR084W,STE12,P13574
YHR085W,IPI1,P38803
YHR086W,NAM8,Q00539
YHR087W,RTC3,P38804
YHR088W,RPF1,P38805
YHR089C,GAR1,P28007
YHR090C,YNG2,P38806
YHR091C,MSR1,P38714
YHR092C,HXT4,P32467
YHR093W,AHT1,P29589
YHR094C,HXT1,P32465
YHR095W,,P38808
YHR096C,HXT5,P38695
YHR097C,,P38809
YHR098C,SFB3,P38810
YHR099W,TRA1,P38811
YHR100C,GEP4,P38812
YHR101C,BIG1,P38813
YHR102W,KIC1,P38692
YHR103W,SBE22,P38814
YHR104W,GRE3,P38715
YHR105W,YPT35,P38815
YHR106W,TRR2,P38816
YHR107C,CDC12,P32468
YHR108W,GGA2,P38817
YHR109W,CTM1,P38818
YHR110W,ERP5,P38819
YHR111W,UBA4,P38820
YHR112C,,P38716
YHR113W,APE4,P38821
YHR114W,BZZ1,P38822
YHR115C,DMA1,P38823
YHR116W,COX23,P38824
YHR117W,TOM71,P38825
YHR118C,ORC6,P38826
YHR119W,SET1,P38827
YHR120W,MSH1,P25846
YHR121W,LSM12,P38828
YHR122W,CIA2,P38829
YHR123W,EPT1,P22140
YHR124W,NDT80,P38830
YHR125W,,P38831
YHR126C,ANS1,P38832
YHR127W,,P38833
YHR128W,FUR1,P18562
YHR129C,ARP1,P38696
YHR130C,,P38834
YHR131C,,P38835
YHR132C,ECM14,P38836
YHR133C,NSG1,P38837
YHR134W,WSS1,P38838
YHR135C,YCK1,P23291
YHR136C,SPL2,P38839
YHR137W,ARO9,P38840
YHR138C,,P38841
YHR139C,SPS100,P13130
YHR140W,,P38842
YHR141C,RPL42B,P0CX28
YHR142W,CHS7,P38843
YHR143W-A,RPC10,P40422
YHR143W,DSE2,P38844
YHR144C,DCD1,P06773
YHR145C,,O13537
YHR146W,CRP1,P38845
YHR147C,MRPL6,P32904
YHR148W,IMP3,P32899
YHR149C,SKG6,P32900
YHR150W,PEX28,P38848
YHR151C,MTC6,P38849
YHR152W,SPO12,P17123
YHR153C,SPO16,P17122
YHR154W,RTT107,P38850
YHR155W,LAM1,P38851
YHR156C,LIN1,P38852
YHR157W,REC104,P33323
YHR158C,KEL1,P38853
YHR159W,TDA11,P38854
YHR160C,PEX18,P38855
YHR161C,YAP1801,P38856
YHR162W,MPC2,P38857
YHR163W,SOL3,P38858
YHR164C,DNA2,P38859
YHR165C,PRP8,P33334
YHR166C,CDC23,P16522
YHR167W,THP2,O13539
YHR168W,MTG2,P38860
YHR169W,DBP8,P38719
YHR170W,NMD3,P38861
YHR171W,ATG7,P38862
YHR172W,SPC97,P38863
YHR173C,,P38864
YHR174W,ENO2,P00925
YHR175W,CTR2,P38865
YHR176W,FMO1,P38866
YHR177W,,P38867
YHR178W,STB5,P38699
YHR179W,OYE2,Q03558
YHR180W,,P38868
YHR181W,SVP26,P38869
YHR182W,,P38870
YHR183W,GND1,P38720
YHR184W,SSP1,P38871
YHR185C,PFS1,P38872
YHR186C,KOG1,P38873
YHR187W,IKI1,P38874
YHR188C,GPI16,P38875
YHR189W,PTH1,P38876
YHR190W,ERG9,P29704
YHR191C,CTF8,P38877
YHR192W,LNP1,P38878
YHR193C,EGD2,P38879
YHR194W,MDM31,P38880
YHR195W,NVJ1,P38881
YHR196W,UTP9,P38882
YHR197W,RIX1,P38883
YHR198C,AIM18,P38884
YHR199C,AIM46,Q3E7Y6
YHR200W,RPN10,P38886
YHR201C,PPX1,P38698
YHR202W,,P38887
YHR203C,RPS4B,P0CX36
YHR204W,MNL1,P38888
YHR205W,SCH9,P11792
YHR206W,SKN7,P38889
YHR207C,SET5,P38890
YHR208W,BAT1,P38891
YHR209W,CRG1,P38892
YHR210C,,P38893
YHR211W,FLO5,P38894
YHR212C,,P0CX89
YHR213W,,P0CI67
YHR214W,,P0CX19
YHR215W,PHO12,P38693
YHR216W,IMD2,P38697
YHR217C,,P38898
YHR218W,,P38899
YHR219W,,P38900
YIL001W,,P40560
YIL002C,INP51,P40559
YIL003W,CFD1,P40558
YIL004C,BET1,P22804
YIL005W,EPS1,P40557
YIL006W,YIA6,P40556
YIL007C,NAS2,P40555
YIL008W,URM1,P40554
YIL009W,FAA3,P39002
YIL010W,DOT5,P40553
YIL011W,TIR3,P40552
YIL012W,,P40551
YIL013C,PDR11,P40550
YIL014W,MNT3,P40549
YIL015W,BAR1,P12630
YIL016W,SNL1,P40548
YIL017C,VID28,P40547
YIL018W,RPL2B,P0CX46
YIL019W,FAF1,P40546
YIL020C,HIS6,P40545
YIL021W,RPB3,P16370
YIL022W,TIM44,Q01852
YIL023C,YKE4,P40544
YIL024C,,P40543
YIL025C,,P40542
YIL026C,IRR1,P40541
YIL027C,EMC5,P40540
YIL028W,,P40539
YIL029C,,P40538
YIL030C,SSM4,P40318
YIL031W,ULP2,P40537
YIL032C,,P40536
YIL033C,BCY1,P07278
YIL034C,CAP2,P13517
YIL035C,CKA1,P15790
YIL036W,CST6,P40535
YIL037C,PRM2,P40534
YIL038C,NOT3,P06102
YIL039W,TED1,P40533
YIL040W,APQ12,P40532
YIL041W,GVP36,P40531
YIL042C,PKP1,P40530
YIL043C,CBR1,P38626
YIL044C,AGE2,P40529
YIL045W,PIG2,P40187
YIL046W,MET30,P39014
YIL047C,SYG1,P40528
YIL048W,NEO1,P40527
YIL049W,DFG10,P40526
YIL050W,PCL7,P40186
YIL051C,MMF1,P40185
YIL052C,RPL34B,P40525
YIL053W,GPP1,P41277
YIL054W,,P40524
YIL055C,,P40523
YIL056W,VHR1,P40522
YIL057C,RGI2,P40188
YIL058W,,P40521
YIL059C,,P40520
YIL060W,,P40519
YIL061C,SNP1,Q00916
YIL062C,ARC15,P40518
YIL063C,YRB2,P40517
YIL064W,EFM4,P40516
YIL065C,FIS1,P40515
YIL066C,RNR3,P21672
YIL067C,,P40514
YIL068C,SEC6,P32844
YIL069C,RPS24B,P0CX32
YIL070C,MAM33,P40513
YIL071C,PCI8,P40512
YIL072W,HOP1,P20050
YIL073C,SPO22,P40511
YIL074C,SER33,P40510
YIL075C,RPN2,P32565
YIL076W,SEC28,P40509
YIL077C,,P40508
YIL078W,THS1,P04801
YIL079C,AIR1,P40507
YIL082W,,Q99219
YIL083C,CAB2,P40506
YIL084C,SDS3,P40505
YIL085C,KTR7,P40504
YIL086C,,P40503
YIL087C,AIM19,P40502
YIL088C,AVT7,P40501
YIL089W,,P40500
YIL090W,ICE2,P40499
YIL091C,UTP25,P40498
YIL092W,,P40497
YIL093C,RSM25,P40496
YIL094C,LYS12,P40495
YIL095W,PRK1,P40494
YIL096C,BMT5,P40493
YIL097W,FYV10,P40492
YIL098C,FMC1,P40491
YIL099W,SGA1,P08019
YIL100W,,P40490
YIL101C,XBP1,P40489
YIL102C,,Q2V2P5
YIL103W,DPH1,P40487
YIL104C,SHQ1,P40486
YIL105C,SLM1,P40485
YIL106W,MOB1,P40484
YIL107C,PFK26,P40433
YIL108W,,P40483
YIL109C,SEC24,P40482
YIL110W,HPM1,P40481
YIL111W,COX5B,P00425
YIL112W,HOS4,P40480
YIL113W,SDP1,P40479
YIL114C,POR2,P40478
YIL115C,NUP159,P40477
YIL116W,HIS5,P07172
YIL117C,PRM5,P40476
YIL118W,RHO3,Q00245
YIL119C,RPI1,P23250
YIL120W,QDR1,P40475
YIL121W,QDR2,P40474
YIL122W,POG1,P40473
YIL123W,SIM1,P40472
YIL124W,AYR1,P40471
YIL125W,KGD1,P20967
YIL126W,STH1,P32597
YIL127C,RRT14,P40470
YIL128W,MET18,P40469
YIL129C,TAO3,P40468
YIL130W,ASG1,P40467
YIL131C,FKH1,P40466
YIL132C,CSM2,P40465
YIL133C,RPL16A,P26784
YIL134W,FLX1,P40464
YIL135C,VHS2,P40463
YIL136W,OM45,P16547
YIL137C,TMA108,P40462
YIL138C,TPM2,P40414
YIL139C,REV7,P38927
YIL140W,AXL2,P38928
YIL141W,,P40461
YIL142W,CCT2,P39076
YIL143C,SSL2,Q00578
YIL144W,NDC80,P40460
YIL145C,PAN6,P40459
YIL146C,ATG32,P40458
YIL147C,SLN1,P39928
YIL148W,RPL40A,P0CH08
YIL149C,MLP2,P40457
YIL150C,MCM10,P32354
YIL151C,ESL1,P40456
YIL152W,,P40455
YIL153W,RRD1,P40454
YIL154C,IMP2',P32351
YIL155C,GUT2,P32191
YIL156W,UBP7,P40453
YIL157C,COA1,P40452
YIL158W,AIM20,P40451
YIL159W,BNR1,P40450
YIL160C,POT1,P27796
YIL161W,,P40449
YIL162W,SUC2,P00724
YIL163C,,P40448
YIL164C,NIT1,P40447
YIL165C,,P40446
YIL166C,,P40445
YIL169C,CSS1,P40442
YIL172C,IMA3,P0CW40
YIL173W,VTH1,P40438
YIL176C,PAU14,P0CE89
YIL177C,,P40434
YIR001C,SGN1,P40561
YIR002C,MPH1,P40562
YIR003W,AIM21,P40563
YIR004W,DJP1,P40564
YIR005W,IST3,P40565
YIR006C,PAN1,P32521
YIR007W,EGH1,P40566
YIR008C,PRI1,P10363
YIR009W,MSL1,P40567
YIR010W,DSN1,P40568
YIR011C,STS1,P38637
YIR012W,SQT1,P35184
YIR013C,GAT4,P40569
YIR014W,,P40570
YIR015W,RPR2,P40571
YIR016W,,P40572
YIR017C,MET28,P40573
YIR018W,YAP5,P40574
YIR019C,FLO11,P08640
YIR020C,,P40575
YIR021W,MRS1,P07266
YIR022W,SEC11,P15367
YIR023W,DAL81,P21657
YIR024C,INA22,P40576
YIR025W,MND2,P40577
YIR026C,YVH1,Q02256
YIR027C,DAL1,P32375
YIR028W,DAL4,Q04895
YIR029W,DAL2,P25335
YIR030C,DCG1,P32460
YIR031C,DAL7,P21826
YIR032C,DAL3,P32459
YIR033W,MGA2,P40578
YIR034C,LYS1,P38998
YIR035C,,P40579
YIR036C,IRC24,P40580
YIR037W,HYR1,P40581
YIR038C,GTT1,P40582
YIR039C,YPS6,P40583
YIR040C,,P40584
YIR041W,PAU15,P40585
YIR042C,,P40586
YKL001C,MET14,Q02196
YKL002W,DID4,P36108
YKL003C,MRP17,P28778
YKL004W,AUR1,P36107
YKL005C,BYE1,P36106
YKL006W,RPL14A,P36105
YKL007W,CAP1,P28495
YKL008C,LAC1,P28496
YKL009W,MRT4,P33201
YKL010C,UFD4,P33202
YKL011C,CCE1,Q03702
YKL012W,PRP40,P33203
YKL013C,ARC19,P33204
YKL014C,URB1,P34241
YKL015W,PUT3,P25502
YKL016C,ATP7,P30902
YKL017C,HCS1,P34243
YKL018W,SWD2,P36104
YKL019W,RAM2,P29703
YKL020C,SPT23,P35210
YKL021C,MAK11,P20484
YKL022C,CDC16,P09798
YKL023W,,P36103
YKL024C,URA6,P15700
YKL025C,PAN3,P36102
YKL026C,GPX1,P36014
YKL027W,TCD2,P36101
YKL028W,TFA1,P36100
YKL029C,MAE1,P36013
YKL030W,,P36099
YKL031W,,P36098
YKL032C,IXR1,P33417
YKL033W,TTI1,P36097
YKL034W,TUL1,P36096
YKL035W,UGP1,P32861
YKL036C,,P32859
YKL037W,AIM26,P32858
YKL038W,RGT1,P32862
YKL039W,PTM1,P32857
YKL040C,NFU1,P32860
YKL041W,VPS24,P36095
YKL042W,SPC42,P36094
YKL043W,PHD1,P36093
YKL044W,MMO1,P36092
YKL045W,PRI2,P20457
YKL046C,DCW1,P36091
YKL047W,ANR2,P36090
YKL048C,ELM1,P32801
YKL049C,CSE4,P36012
YKL050C,,P35736
YKL051W,SFK1,P35735
YKL052C,ASK1,P35734
YKL053W,,P35733
YKL054C,DEF1,P35732
YKL055C,OAR1,P35731
YKL056C,TMA19,P35691
YKL057C,NUP120,P35729
YKL058W,TOA2,P32774
YKL059C,MPE1,P35728
YKL060C,FBA1,P14540
YKL061W,BLI1,P35727
YKL062W,MSN4,P33749
YKL063C,,P35725
YKL064W,MNR2,P35724
YKL065C,YET1,P35723
YKL066W,,P36089
YKL067W,YNK1,P36010
YKL068W,NUP100,Q02629
YKL069W,,P36088
YKL070W,,P36087
YKL071W,,P36086
YKL072W,STB6,P36085
YKL073W,LHS1,P36016
YKL074C,MUD2,P36084
YKL075C,,P36083
YKL076C,PSY1,P36082
YKL077W,,P36081
YKL078W,DHR2,P36009
YKL079W,SMY1,P32364
YKL080W,VMA5,P31412
YKL081W,TEF4,P36008
YKL082C,RRP14,P36080
YKL083W,,P36079
YKL084W,HOT13,P36078
YKL085W,MDH1,P17505
YKL086W,SRX1,P36077
YKL087C,CYT2,Q00873
YKL088W,CAB3,P36076
YKL089W,MIF2,P35201
YKL090W,CUE2,P36075
YKL091C,,P33324
YKL092C,BUD2,P33314
YKL093W,MBR1,P23493
YKL094W,YJU3,P28321
YKL095W,YJU2,P28320
YKL096W,CWP1,P28319
YKL097C,,P34245
YKL098W,MTC2,P34246
YKL099C,UTP11,P34247
YKL100C,YPF1,P34248
YKL101W,HSL1,P34244
YKL102C,,P34249
YKL103C,APE1,P14904
YKL104C,GFA1,P14742
YKL105C,SEG2,P34250
YKL106W,AAT1,Q01802
YKL107W,,P34251
YKL108W,SLD2,P34252
YKL109W,HAP4,P14064
YKL110C,KTI12,P34253
YKL111C,,P36074
YKL112W,ABF1,P14164
YKL113C,RAD27,P26793
YKL114C,APN1,P22936
YKL115C,,P36073
YKL116C,PRR1,P28708
YKL117W,SBA1,P28707
YKL118W,,P36072
YKL119C,VPH2,P32341
YKL120W,OAC1,P32332
YKL121W,DGR2,P32330
YKL122C,SRP21,P32342
YKL123W,,P36071
YKL124W,SSH4,P32343
YKL125W,RRN3,P36070
YKL126W,YPK1,P12688
YKL127W,PGM1,P33401
YKL128C,PMU1,P36069
YKL129C,MYO3,P36006
YKL130C,SHE2,P36068
YKL131W,,P36067
YKL132C,RMA1,P36001
YKL133C,,P36066
YKL134C,1-Oct,P35999
YKL135C,APL2,P36000
YKL136W,,P36065
YKL137W,CMC1,P36064
YKL138C,MRPL31,P69852
YKL139W,CTK1,Q03957
YKL140W,TGL1,P34163
YKL141W,SDH3,P33421
YKL142W,MRP8,P35719
YKL143W,LTV1,P34078
YKL144C,RPC25,P35718
YKL145W,RPT1,P33299
YKL146W,AVT3,P36062
YKL147C,,P36061
YKL148C,SDH1,Q00711
YKL149C,DBR1,P24309
YKL150W,MCR1,P36060
YKL151C,NNR2,P36059
YKL152C,GPM1,P00950
YKL153W,,P36058
YKL154W,SRP102,P36057
YKL155C,RSM22,P36056
YKL156W,RPS27A,P35997
YKL157W,APE2,P32454
YKL159C,RCN1,P36054
YKL160W,ELF1,P36053
YKL161C,KDX1,P36005
YKL162C,,P36052
YKL163W,PIR3,Q03180
YKL164C,PIR1,Q03178
YKL165C,MCD4,P36051
YKL166C,TPK3,P05986
YKL167C,MRP49,P32388
YKL168C,KKQ8,P36004
YKL169C,,P36050
YKL170W,MRPL38,P35996
YKL171W,NNK1,P36003
YKL172W,EBP2,P36049
YKL173W,SNU114,P36048
YKL174C,TPO5,P36029
YKL175W,ZRT3,P34240
YKL176C,LST4,P34239
YKL177W,,P34238
YKL178C,STE3,P06783
YKL179C,COY1,P34237
YKL180W,RPL17A,P05740
YKL181W,PRS1,P32895
YKL182W,FAS1,P07149
YKL183W,LOT5,P34234
YKL184W,SPE1,P08432
YKL185W,ASH1,P34233
YKL186C,MTR2,P34232
YKL187C,FAT3,P34231
YKL188C,PXA2,P34230
YKL189W,HYM1,P32464
YKL190W,CNB1,P25296
YKL191W,DPH2,P32461
YKL192C,ACP1,P32463
YKL193C,SDS22,P36047
YKL194C,MST1,P07236
YKL195W,MIA40,P36046
YKL196C,YKT6,P36015
YKL197C,PEX1,P24004
YKL198C,PTK1,P36002
YKL201C,MNN4,P36044
YKL202W,,P36042
YKL203C,TOR2,P32600
YKL204W,EAP1,P36041
YKL205W,LOS1,P33418
YKL206C,ADD66,P36040
YKL207W,EMC3,P36039
YKL208W,CBT1,P36038
YKL209C,STE6,P12866
YKL210W,UBA1,P22515
YKL211C,TRP3,P00937
YKL212W,SAC1,P32368
YKL213C,DOA1,P36037
YKL214C,YRA2,P36036
YKL215C,OXP1,P28273
YKL216W,URA1,P28272
YKL217W,JEN1,P36035
YKL218C,SRY1,P36007
YKL219W,COS9,P36034
YKL220C,FRE2,P36033
YKL221W,MCH2,P36032
YKL222C,,P35995
YKL223W,,P36031
YKL224C,PAU16,P35994
YKL225W,,P36030
YKR001C,VPS1,P21576
YKR002W,PAP1,P29468
YKR003W,OSH6,Q02201
YKR004C,ECM9,Q02202
YKR005C,,Q02203
YKR006C,MRPL13,Q02204
YKR007W,MEH1,Q02205
YKR008W,RSC4,Q02206
YKR009C,FOX2,Q02207
YKR010C,TOF2,Q02208
YKR011C,,Q02209
YKR012C,,P36109
YKR013W,PRY2,P36110
YKR014C,YPT52,P36018
YKR015C,,P36111
YKR016W,MIC60,P36112
YKR017C,HEL1,P36113
YKR018C,,P36114
YKR019C,IRS4,P36115
YKR020W,VPS51,P36116
YKR021W,ALY1,P36117
YKR022C,NTR2,P36118
YKR023W,,P36119
YKR024C,DBP7,P36120
YKR025W,RPC37,P36121
YKR026C,GCN3,P14741
YKR027W,BCH2,P36122
YKR028W,SAP190,P36123
YKR029C,SET3,P36124
YKR030W,GMH1,P36125
YKR031C,SPO14,P36126
YKR032W,,P36127
YKR033C,,P36128
YKR034W,DAL80,P26343
YKR035C,OPI8,P36129
YKR036C,CAF4,P36130
YKR037C,SPC34,P36131
YKR038C,KAE1,P36132
YKR039W,GAP1,P19145
YKR040C,,P36133
YKR041W,,P36134
YKR042W,UTH1,P36135
YKR043C,SHB17,P36136
YKR044W,UIP5,P36137
YKR045C,,P36138
YKR046C,PET10,P36139
YKR047W,,P39940
YKR048C,NAP1,P25293
YKR049C,FMP46,P36141
YKR050W,TRK2,P28584
YKR051W,,P36142
YKR052C,MRS4,P23500
YKR053C,YSR3,P23501
YKR054C,DYN1,P36022
YKR055W,RHO4,Q00246
YKR056W,TRM2,P33753
YKR057W,RPS21A,P0C0V8
YKR058W,GLG1,P36143
YKR059W,TIF1,P10081
YKR060W,UTP30,P36144
YKR061W,KTR2,P33550
YKR062W,TFA2,P36145
YKR063C,LAS1,P36146
YKR064W,OAF3,P36023
YKR065C,PAM17,P36147
YKR066C,CCP1,P00431
YKR067W,GPT2,P36148
YKR068C,BET3,P36149
YKR069W,MET1,P36150
YKR070W,,P36151
YKR071C,DRE2,P36152
YKR072C,SIS2,P36024
YKR073C,,P36153
YKR074W,AIM29,P36154
YKR075C,,P36155
YKR076W,ECM4,P36156
YKR077W,MSA2,P36157
YKR078W,,P36158
YKR079C,TRZ1,P36159
YKR080W,MTD1,Q02046
YKR081C,RPF2,P36160
YKR082W,NUP133,P36161
YKR083C,DAD2,P36162
YKR084C,HBS1,P32769
YKR085C,MRPL20,P22354
YKR086W,PRP16,P15938
YKR087C,OMA1,P36163
YKR088C,TVP38,P36164
YKR089C,TGL4,P36165
YKR090W,PXL1,P36166
YKR091W,SRL3,P36167
YKR092C,SRP40,P32583
YKR093W,PTR2,P32901
YKR094C,RPL40B,P0CH09
YKR095W,MLP1,Q02455
YKR096W,ESL2,P36168
YKR097W,PCK1,P10963
YKR098C,UBP11,P36026
YKR099W,BAS1,P22035
YKR100C,SKG1,P36169
YKR101W,SIR1,P21691
YKR102W,FLO10,P36170
YKR103W,NFT1,P0CE68
YKR104W,,P0CE69
YKR105C,VBA5,P36172
YKR106W,GEX2,P36173
YAL065C,,O13511
YAR030C,,P39550
YFL068W,,P0CX99
YFL067W,,P43537
YFL066C,,P43538
YFL065C,,P43539
YFL064C,,P43540
YFL063W,,P43541
YFL062W,COS4,P43542
YFL061W,DDI2,P0CH63
YFL060C,SNO3,P43544
YFL059W,SNZ3,P43545
YFL058W,THI5,P43534
YFL055W,AGP3,P43548
YFL054C,AQY3,P43549
YFL053W,DAK2,P43550
YFL052W,ZNF1,P43551
YFL051C,,P43552
YFL050C,ALR2,P43553
YFL049W,SWP82,P43554
YFL048C,EMP47,P43555
YFL047W,RGD2,P43556
YFL046W,FMP32,P43557
YFL045C,SEC53,P07283
YFL044C,OTU1,P43558
YFL042C,LAM5,P43560
YFL041W,FET5,P43561
YFL040W,,P43562
YFL039C,ACT1,P60010
YFL038C,YPT1,P01123
YFL037W,TUB2,P02557
YFL036W,RPO41,P13433
YFL034C-B,MOB2,P43563
YFL034W,MIL1,P43564
YFL033C,RIM15,P43565
YFL032W,,P43566
YFL031W,HAC1,P41546
YFL030W,AGX1,P43567
YFL029C,CAK1,P43568
YFL028C,CAF16,P43569
YFL027C,GYP8,P43570
YFL026W,STE2,D6VTK4
YFL025C,BST1,P43571
YFL024C,EPL1,P43572
YFL023W,BUD27,P43573
YFL022C,FRS2,P15625
YFL021W,GAT1,P43574
YFL020C,PAU5,P43575
YFL019C,,P43576
YFL018C,LPD1,P09624
YFL017C,GNA1,P43577
YFL016C,MDJ1,P35191
YFL015C,,P43578
YFL014W,HSP12,P22943
YFL013C,IES1,P43579
YFL012W,,P43580
YFL011W,HXT10,P43581
YFL010C,WWM1,P43582
YFL009W,CDC4,P07834
YFL008W,SMC1,P32908
YFL007W,BLM10,P43583
YFL005W,SEC4,P07560
YFL004W,VTC2,P43585
YFL003C,MSH4,P40965
YFL002C,SPB4,P25808
YFL001W,DEG1,P31115
YFR001W,LOC1,P43586
YFR002W,NIC96,P34077
YFR003C,YPI1,P43587
YFR004W,RPN11,P43588
YFR005C,SAD1,P43589
YFR006W,,P43590
YFR007W,YFH7,P43591
YFR008W,FAR7,P43592
YFR009W,GCN20,P43535
YFR010W,UBP6,P43593
YFR011C,MIC19,P43594
YFR012W,DCV1,P43595
YFR013W,IOC3,P43596
YFR014C,CMK1,P27466
YFR015C,GSY1,P23337
YFR016C,,P43597
YFR017C,IGD1,P43598
YFR018C,,P43599
YFR019W,FAB1,P34756
YFR020W,CSS2,P43600
YFR021W,ATG18,P43601
YFR022W,ROG3,P43602
YFR023W,PES4,P39684
YFR025C,HIS2,P38635
YFR026C,ULI1,P43604
YFR027W,ECO1,P43605
YFR028C,CDC14,Q00684
YFR029W,PTR3,P43606
YFR030W,MET10,P39692
YFR031C,SMC2,P38989
YFR032C,RRT5,P05747
YFR033C,QCR6,P00127
YFR034C,PHO4,P07270
YFR035C,,P43608
YFR036W,CDC26,P14724
YFR037C,RSC8,P43609
YFR038W,IRC5,P43610
YFR039C,OSW7,P43611
YFR040W,SAP155,P43612
YFR041C,ERJ5,P43613
YFR042W,KEG1,P43614
YFR043C,IRC6,P43615
YFR044C,DUG1,P43616
YFR045W,,P43617
YFR046C,CNN1,P43618
YFR047C,BNA6,P43619
YFR048W,RMD8,P43620
YFR049W,YMR31,P19955
YFR050C,PRE4,P30657
YFR051C,RET2,P43621
YFR052W,RPN12,P32496
YFR053C,HXK1,P04806
YFR054C,,P43622
YFR056C,,P43624
YFR055W,IRC7,P43623
YFR057W,,P43625
YER044C-A,MEI4,P29467
YFL010W-A,AUA1,P32450
YKL096W-A,CWP2,P43497
YHR079C-A,SAE3,P89114
YHR039C-A,VMA10,P48836
YKL006C-A,SFT1,P43682
YEL017C-A,PMP2,P40975
YFR031C-A,RPL2A,P0CX45
YER019C-A,SBH2,P52871
YER087C-B,SBH1,P52870
YAR002C-A,ERP1,Q05359
YCR079W,PTC6,P25646
YAL034C,FUN19,P28003
YER056C-A,RPL34A,P87262
YAL004W,,P39703
YAL034C-B,,O13515
YAL042C-A,,O13514
YAL056C-A,,O13513
YAL064C-A,TDA8,Q6B2U8
YAL064W-B,,O13512
YAL068C,PAU8,P0CE92
YAL069W,,O13588
YAR066W,,P0CX18
YAR075W,,P39567
YBL109W,,P89495
YBL111C,,Q3E7Y5
YBL112C,,Q3E7Y4
YBL113C,,Q7M4S9
YBR084C-A,RPL19A,P0CX82
YBR089C-A,NHP6B,P11633
YBR162W-A,YSY6,P38374
YDL001W,RMD1,Q03441
YDL002C,NHP10,Q03435
YDL003W,MCD1,Q12158
YDL004W,ATP16,Q12165
YDL005C,MED2,Q12124
YDL006W,PTC1,P35182
YDL007W,RPT2,P40327
YDL008W,APC11,Q12157
YDL009C,,Q12210
YDL010W,GRX6,Q12438
YDL011C,,Q12023
YDL012C,,Q12489
YDL013W,SLX5,P32828
YDL014W,NOP1,P15646
YDL015C,TSC13,Q99190
YDL016C,,Q12115
YDL017W,CDC7,P06243
YDL018C,ERP3,Q12403
YDL019C,OSH2,Q12451
YDL020C,RPN4,Q03465
YDL021W,GPM2,Q12008
YDL022W,GPD1,Q00055
YDL023C,,Q12264
YDL024C,DIA3,P52290
YDL025C,RTK1,Q12100
YDL026W,,Q12147
YDL027C,MRX9,Q07349
YDL028C,MPS1,P54199
YDL029W,ARP2,P32381
YDL030W,PRP9,P19736
YDL031W,DBP10,Q12389
YDL032W,,Q12281
YDL033C,SLM3,Q12093
YDL034W,,Q12448
YDL035C,GPR1,Q12361
YDL036C,PUS9,Q12069
YDL037C,BSC1,Q12140
YDL039C,PRM7,Q12459
YDL040C,NAT1,P12945
YDL041W,,Q12352
YDL042C,SIR2,P06700
YDL043C,PRP11,Q07350
YDL044C,MTF2,P10849
YDL045C,FAD1,P38913
YDL046W,NPC2,Q12408
YDL047W,SIT4,P20604
YDL048C,STP4,Q07351
YDL049C,KNH1,P50112
YDL050C,,Q07355
YDL051W,LHP1,P33399
YDL052C,SLC1,P33333
YDL053C,PBP4,Q07362
YDL054C,MCH1,Q07376
YDL055C,PSA1,P41940
YDL056W,MBP1,P39678
YDL057W,,Q07379
YDL058W,USO1,P25386
YDL059C,RAD59,Q12223
YDL060W,TSR1,Q07381
YDL061C,RPS29B,P41058
YDL062W,,Q07410
YDL063C,SYO1,Q07395
YDL064W,UBC9,P50623
YDL065C,PEX19,Q07418
YDL066W,IDP1,P21954
YDL067C,COX9,P07255
YDL068W,,Q07435
